update,loss,validation_mse,training_seconds
1,0.0044405157677829266,0.14626048763308813,1.5313375620171428
100,0.00019900593906641006,0.001955928569884357,3.2552922563627362
200,0.0001980154775083065,0.0021282949085263876,5.003195184166543
300,0.00019785386393778026,0.002131564536114752,6.739544108626433
400,0.00019767321646213531,0.0021348780765634142,8.542660687933676
500,0.00019748092745430768,0.0021387376065604502,10.288309738622047
600,0.00019728134793695062,0.0021427630754082064,12.03466871753335
700,0.00019708182662725449,0.002147012209484995,13.930137062096037
800,0.00019686645828187466,0.002147471355878072,15.43900737829972
900,0.0001966426643775776,0.002145576379838596,16.87257426092401
1000,0.000196400738786906,0.002143477094856841,18.42902840534225
1100,0.0001961322850547731,0.0021360221179179653,19.549403741490096
1200,0.00019583181710913777,0.0021406033534659124,20.67264151282143
1300,0.00019547744886949658,0.0021071159629291653,21.79419096338097
1400,0.00019506561511661857,0.002083462605806973,23.595703796832822
1500,0.0001945745898410678,0.002046707858293992,25.035257790004835
1600,0.0001939769135788083,0.002010481066295706,26.945135722053237
1700,0.0001932384620886296,0.001956880858080318,28.07052202837076
1800,0.00019230382167734206,0.0018876522467703336,29.197509556193836
1900,0.00019109182176180184,0.00180292698693876,30.63040950940922
2000,0.0001894454180728644,0.0016768664297579822,32.064057591953315
2100,0.00018713506869971752,0.001510016595020151,34.003557264455594
2200,0.00018376531079411507,0.0012726921745744746,35.934162965626456
2300,0.00017890972958412021,0.0009421709150729726,37.88511655421462
2400,0.00017286086222156882,0.0005462240620737504,39.62707784795202
2500,0.0001676875981502235,0.0002171443751777145,41.36775212723296
2600,0.00016531377332285047,6.96756258250558e-05,43.10824915964622
2700,0.00016475963639095426,2.1554714014340976e-05,44.84861854556948
2800,0.00016468786634504795,1.4996887208080792e-05,46.75931886793114
2900,0.00016467315435875207,1.258885393905546e-05,48.39323666098062
3000,0.00016466912347823381,1.0191343551756994e-05,50.33397630613763
3100,0.00016465765656903386,1.243860953950565e-05,51.76593141059857
3200,0.00016465371300000697,9.047578977154363e-06,53.19755213148892
3300,0.00016464339569211006,1.2513468061431233e-05,54.95152894977946
3400,0.00016465863154735416,1.0354522728061968e-05,56.386183997266926
3500,0.00016462955682072788,1.255661148130317e-05,58.12567727488931
3600,0.00016467738896608353,7.3086982978329435e-06,59.88059222162701
3700,0.00016461589257232845,1.2594174554748209e-05,61.31395448592957
3800,0.00016461010091006756,1.1025690897582052e-05,62.748840103973635
3900,0.0001646020682528615,1.2490076850122131e-05,64.18173628882505
4000,0.00016459505422972143,1.2298388363411857e-05,65.61741399019957
4100,0.00016458815662190318,1.2184497055439667e-05,67.35463010810781
4200,0.00016458105528727174,1.2027227163459696e-05,69.21466466540005
4300,0.00016457507445011288,1.1037116978066193e-05,70.64367409911938
4400,0.00016456685261800885,1.1721289374165192e-05,72.47727414197288
4500,0.00016456516459584236,1.2219439170561006e-05,73.98072230257094
4600,0.00016455263539683074,1.141080646322802e-05,75.71993170911446
4700,0.0001645462616579607,9.950157005008967e-06,77.4602500279434
4800,0.00016453841817565262,1.1147181536349602e-05,79.19958942208905
4900,0.0001645312295295298,1.081143550779251e-05,80.93820086121559
5000,0.00016452433192171156,1.0427243142184597e-05,82.67259634425864
5100,0.00016451733245048672,1.042118862843798e-05,84.40817116829567
5200,0.00016452200361527503,9.254808910158229e-06,86.28105350944679
5300,0.0001645038282731548,1.0035530439044042e-05,88.01776489778422
5400,0.00016449709073640406,9.811836379554191e-06,89.7545059878612
5500,0.00016449099348392338,8.547077659896202e-06,91.49387115391437
5600,0.00016448437236249447,9.413686166333211e-06,92.92782590677962
5700,0.00016447808593511581,9.266524354518522e-06,94.3589589651674
5800,0.00016447236703243107,8.73535716792967e-06,95.79164583294187
5900,0.0001644665317144245,8.829199108096841e-06,97.48035687895026
6000,0.00016448867972940207,1.6336295550620057e-05,99.20225503179245
6100,0.00016445564688183367,8.465355051363416e-06,100.63241637148894
6200,0.00016445059736724943,8.903950545258181e-06,102.17045002686791
6300,0.0001644457661313936,8.346445282202999e-06,104.03419261821546
6400,0.00016444097855128348,8.035624803269705e-06,105.4702658825554
6500,0.00016444007633253932,6.761275804639253e-06,107.39056835102383
6600,0.00016443227650597692,7.799852245580288e-06,108.51846428739373
6700,0.00016450026305392385,1.2430256994329554e-05,109.64496530173346
6800,0.0001644243748160079,7.6275444651626295e-06,110.77185903477948
6900,0.00016442054766230285,7.4195504542170904e-06,112.21848299063276
7000,0.00016441714251413941,7.378032733457689e-06,113.65419020620175
7100,0.00016441356274299324,7.436431454401309e-06,115.09270251530688
7200,0.0001644115982344374,7.594911009713585e-06,116.53190505609382
7300,0.00016440721810795367,7.378860177348811e-06,117.96827770583332
7400,0.0001645389129407704,2.5451317676647328e-05,119.40591607009992
7500,0.00016440119361504912,7.287785823629464e-06,121.00514603103511
7600,0.0001643982104724273,7.2317485850755495e-06,122.74584418127779
7700,0.00016439575119875371,7.0488810715392195e-06,124.76783087209333
7800,0.00016439289902336895,7.396213815402703e-06,126.50887384847738
7900,0.00016439324826933444,8.127571170563981e-06,128.24667558411602
8000,0.00016438792226836085,7.438126430094437e-06,129.98721845448017
8100,0.00016442241030745208,2.2446582246955394e-06,131.7408625424141
8200,0.00016438352758996189,7.678014312282758e-06,133.62851114431396
8300,0.00016438124293927103,7.554750409693708e-06,135.36948277358897
8400,0.0001643788709770888,7.396261302242128e-06,137.10889983759262
8500,0.00016437693557236344,7.461883648964344e-06,138.8493649455486
8600,0.00016437484009657055,7.689276976487153e-06,140.28706135600805
8700,0.00016437371959909797,7.2270002286649564e-06,141.71972319157794
8800,0.00016437118756584823,7.776672430956321e-06,143.15118637867272
8900,0.00016436923760920763,7.783665668690181e-06,144.69120242679492
9000,0.00016436782607343048,8.075188681856338e-06,146.43135759141296
9100,0.00016436605073977262,7.92120864909718e-06,148.17156863503624
9200,0.00016436580335721374,6.336082674824863e-06,149.9128402735805
9300,0.00016436315490864217,8.221692968581153e-06,151.65442008594982
9400,0.00016436164150945842,8.074328069796001e-06,153.394193735905
9500,0.00016436017176602036,7.816066442182659e-06,155.13668190292083
9600,0.00016435905126854777,8.100402963557137e-06,157.06780697754584
9700,0.00016435765428468585,8.228543517234776e-06,158.9198311981745
9800,0.00016435958968941122,7.844988103454774e-06,160.35019786900375
9900,0.0001643554714974016,8.33118296787167e-06,161.78028988814913
10000,0.00016435433644801378,8.74076120569312e-06,163.21129882649984
10100,0.00016435355064459145,8.31225624317484e-06,164.64166159462184
10200,0.00016435253201052547,8.46771109413277e-06,166.37676712917164
10300,0.00016438971215393394,2.066050222742072e-05,168.11145127716009
10400,0.00016435078578069806,8.41576873978684e-06,170.1417352373246
10500,0.00016434985445812345,8.569297715830181e-06,171.88102282909676
10600,0.00016434915596619248,9.030570246489678e-06,173.61986458383035
10700,0.00016434842837043107,8.491468003457142e-06,175.35881205194164
10800,0.0001643496798351407,1.1128572000292769e-05,177.09613590547815
10900,0.00016434688586741686,8.818466368360421e-06,178.97494635428302
11000,0.00016434647841379046,8.89705085488917e-06,180.404524120735
11100,0.00016435413272120059,5.472054423694456e-06,181.8910094969906
11200,0.0001643452123971656,9.068316312254284e-06,183.62765312369447
11300,0.00016434451390523463,8.939080709177143e-06,185.36399822379462
11400,0.0001643447030801326,9.050950747775058e-06,187.10365361790173
11500,0.0001643435680307448,8.999524586657438e-06,188.84079244476743
11600,0.00016438694729004055,3.7228531990246416e-06,190.57978723559063
11700,0.0001643426949158311,9.057658293750838e-06,192.35438858915586
11800,0.00016434217104688287,9.108878860258777e-06,194.2289185815025
11900,0.0001643440336920321,9.432695770588873e-06,195.6613708541263
12000,0.00016434139979537576,9.178655225795075e-06,197.4596984348027
12100,0.00016434091958217323,9.228798722017288e-06,198.89997637690976
12200,0.00016434097778983414,9.9639478773533e-06,200.33702619827818
12300,0.00016434025019407272,9.297150422461875e-06,202.10898550681304
12400,0.0001644559670239687,3.48881323881989e-06,203.54675180267077
