seed,model,snapshot_time,conditioning_time,pair_family,sample_count,reference_mean,reference_median,reference_p95,reference_max,learned_mean,learned_median,learned_p95,learned_max,pair_distance_min,pair_distance_median,pair_distance_max,reference_bound,reference_bound_pass,nonfinite_events
161803,latent,0.0,0.075,cyclic_cross_sample,500,-0.0060076408519816075,-0.015435808032460722,0.16815525270916876,0.3416973045911319,-0.006765753282554215,-0.015217788517475128,0.17578729242086408,0.5328600406646729,0.21186449583714737,0.9810122272617472,1.5811365373071247,1.0001,True,0
161803,latent,0.0,0.075,sinusoidal_0.001,500,-0.6612045558321907,-0.5000757375762319,0.21787941878453235,0.46858950426737017,-0.4340782469564583,-0.31448088586330414,0.4077019646763797,0.8593972325325012,0.0031622404190681957,0.0031622775921724185,0.0031623174034204455,1.0001,True,0
161803,latent,0.0,0.075,sinusoidal_0.01,500,-0.6612070187551676,-0.5000788343915059,0.21412892943726633,0.473638311068348,-0.4324094291999936,-0.3115914613008499,0.4085814878344536,0.9228426814079285,0.03162273743517248,0.031622775611067286,0.03162280608472783,1.0001,True,0
161803,latent,0.0,0.15,cyclic_cross_sample,500,-0.0060076408519816075,-0.015435808032460722,0.16815525270916876,0.3416973045911319,-0.006765753282554215,-0.015217788517475128,0.17578729242086408,0.5328600406646729,0.21186449583714737,0.9810122272617472,1.5811365373071247,1.0001,True,0
161803,latent,0.0,0.15,sinusoidal_0.001,500,-0.6612045558321907,-0.5000757375762319,0.21787941878453235,0.46858950426737017,-0.4340782469564583,-0.31448088586330414,0.4077019646763797,0.8593972325325012,0.0031622404190681957,0.0031622775921724185,0.0031623174034204455,1.0001,True,0
161803,latent,0.0,0.15,sinusoidal_0.01,500,-0.6612070187551676,-0.5000788343915059,0.21412892943726633,0.473638311068348,-0.4324094291999936,-0.3115914613008499,0.4085814878344536,0.9228426814079285,0.03162273743517248,0.031622775611067286,0.03162280608472783,1.0001,True,0
161803,latent,0.6,0.075,cyclic_cross_sample,500,-0.15933055892133047,-0.15975272699897503,0.009914740625369059,0.14314129727838615,-0.1943836296587251,-0.1934518963098526,-0.037928838655352605,0.13118049502372742,0.17404557041606772,0.949459784589676,1.6293373818348817,1.0001,True,0
161803,latent,0.6,0.075,sinusoidal_0.001,500,-0.9016100229922351,-0.7378872046744276,-0.025557404163382997,0.26886882260541994,-0.7470757584413513,-0.628408670425415,0.014439068222418375,0.4123174846172333,0.0031622408012574104,0.0031622781871679627,0.0031623207940539503,1.0001,True,0
161803,latent,0.6,0.075,sinusoidal_0.01,500,-0.9016121932770166,-0.7378821472931003,-0.02623163770256428,0.26214767688341895,-0.7466321144208777,-0.6301091611385345,0.01055070064030587,0.38572970032691956,0.03162273481826685,0.03162277665968219,0.03162281680334984,1.0001,True,0
161803,latent,0.6,0.15,cyclic_cross_sample,500,-0.15933055892133047,-0.15975272699897503,0.009914740625369059,0.14314129727838615,-0.1943836296587251,-0.1934518963098526,-0.037928838655352605,0.13118049502372742,0.17404557041606772,0.949459784589676,1.6293373818348817,1.0001,True,0
