seed,model,state_source,snapshot_time,conditioning_time,sample_count,rms_residual_l2,rms_reference_l2,rms_relative_residual,residual_mean,residual_median,residual_p90,residual_p95,residual_max,relative_mean,relative_median,relative_p90,relative_p95,relative_max,cosine_mean,representation_error_max,latent_abs_max,raw_state_min,raw_state_max,raw_bound_violation_count,represented_state_min,represented_state_max,saturation_count,nonfinite_events
161803,latent,reference_trajectory,0.0,0.075,500,0.09344593776382275,0.6383428605051622,0.14638831816787753,0.08396189351379871,0.07392270117998123,0.1251765102148056,0.1544917240738866,0.2451172024011612,0.1322921868637204,0.11422353982925415,0.20300882160663608,0.24554180279374094,0.39828968048095703,0.9898113344907761,8.161702425013573e-08,2.944438934326172,0.05000000074505806,0.8000000715255737,0,0.05000000074505806,0.8000000715255737,0,0
161803,latent,reference_trajectory,0.0,0.15,500,0.09344593776382275,0.6383428605051622,0.14638831816787753,0.08396189351379871,0.07392270117998123,0.1251765102148056,0.1544917240738866,0.2451172024011612,0.1322921868637204,0.11422353982925415,0.20300882160663608,0.24554180279374094,0.39828968048095703,0.9898113344907761,8.161702425013573e-08,2.944438934326172,0.05000000074505806,0.8000000715255737,0,0.05000000074505806,0.8000000715255737,0,0
161803,latent,reference_trajectory,0.6,0.075,500,0.03859608949644767,0.6720010881323629,0.057434563988154524,0.03754512476176024,0.03646055795252323,0.050136601924896246,0.05667562372982502,0.0663420706987381,0.0569613863453269,0.055290328338742256,0.07980965152382852,0.10181749798357487,0.13208448886871338,0.9983201680183411,1.0133885552932043e-07,2.34291410446167,0.08763065934181213,0.8734002113342285,0,0.08763065189123154,0.8734002113342285,0,0
161803,latent,reference_trajectory,0.6,0.15,500,0.03859608949644767,0.6720010881323629,0.057434563988154524,0.03754512476176024,0.03646055795252323,0.050136601924896246,0.05667562372982502,0.0663420706987381,0.0569613863453269,0.055290328338742256,0.07980965152382852,0.10181749798357487,0.13208448886871338,0.9983201680183411,1.0133885552932043e-07,2.34291410446167,0.08763065934181213,0.8734002113342285,0,0.08763065189123154,0.8734002113342285,0,0
161803,latent,reference_trajectory,1.2,0.075,500,0.041620896217688046,0.6563314570022081,0.06341444673060675,0.0405971353687346,0.03892122209072113,0.05553067326545715,0.05649864468723535,0.06423726677894592,0.06295314935967326,0.05769859254360199,0.09185491800308228,0.1016624003648758,0.12342166155576706,0.9981688820123672,1.086099459257639e-07,2.484848737716675,0.15186870098114014,0.9230728149414062,0,0.15186871588230133,0.9230728149414062,0,0
161803,latent,reference_trajectory,1.2,0.15,500,0.041620896217688046,0.6563314570022081,0.06341444673060675,0.0405971353687346,0.03892122209072113,0.05553067326545715,0.05649864468723535,0.06423726677894592,0.06295314935967326,0.05769859254360199,0.09185491800308228,0.1016624003648758,0.12342166155576706,0.9981688820123672,1.086099459257639e-07,2.484848737716675,0.15186870098114014,0.9230728149414062,0,0.15186871588230133,0.9230728149414062,0,0
161803,latent,reference_trajectory,2.4,0.075,500,0.05012403898643722,0.4511312950614443,0.11110743044241767,0.04958363350853324,0.05174807459115982,0.056100990250706674,0.058471384830772875,0.06237803027033806,0.11163141799718142,0.11664897575974464,0.1341321885585785,0.14109132140874864,0.16203394532203674,0.9985856293439865,1.3118101094278245e-07,3.6026175022125244,0.3972976803779602,0.9734706878662109,0,0.3972976505756378,0.9734706878662109,0,0
161803,latent,reference_trajectory,2.4,0.15,500,0.05012403898643722,0.4511312950614443,0.11110743044241767,0.04958363350853324,0.05174807459115982,0.056100990250706674,0.058471384830772875,0.06237803027033806,0.11163141799718142,0.11664897575974464,0.1341321885585785,0.14109132140874864,0.16203394532203674,0.9985856293439865,1.3118101094278245e-07,3.6026175022125244,0.3972976803779602,0.9734706878662109,0,0.3972976505756378,0.9734706878662109,0,0
161803,latent,reference_trajectory,4.8,0.075,500,0.021017412853231058,0.06955994580607973,0.302148206265481,0.02085254080966115,0.01993583794683218,0.02389623820781708,0.027546250168234105,0.032227929681539536,0.3205651874244213,0.33020852506160736,0.35973558723926546,0.3630951926112175,0.3813582956790924,0.9983998345136642,1.5979715328739985e-07,5.823498249053955,0.900017499923706,0.997051477432251,0,0.9000175595283508,0.997051477432251,0,0
161803,latent,reference_trajectory,4.8,0.15,500,0.021017412853231058,0.06955994580607973,0.302148206265481,0.02085254080966115,0.01993583794683218,0.02389623820781708,0.027546250168234105,0.032227929681539536,0.3205651874244213,0.33020852506160736,0.35973558723926546,0.3630951926112175,0.3813582956790924,0.9983998345136642,1.5979715328739985e-07,5.823498249053955,0.900017499923706,0.997051477432251,0,0.9000175595283508,0.997051477432251,0,0
161803,latent,learned_repeated_lag_trajectory,0.0,0.075,64,0.0940823828964727,0.6375256185532329,0.14757427805015633,0.0830668586131651,0.06990071758627892,0.1151929460465908,0.16550488471984842,0.24408580362796783,0.1315232522902079,0.11243146285414696,0.1906582355499268,0.2690250709652897,0.39689162373542786,0.9897276805713773,7.264912937898771e-08,2.944438934326172,0.05000000074505806,0.8000000715255737,0,0.05000000074505806,0.8000000715255737,0,0
161803,latent,learned_repeated_lag_trajectory,0.6,0.075,64,0.04745916110727503,0.678127505042928,0.069985601165478,0.046127289708238095,0.04420013912022114,0.06038835756480695,0.06966433245688672,0.08457127958536148,0.0692111924290657,0.06459394842386246,0.10256187617778782,0.10860759764909744,0.13811984658241272,0.9974883971735835,6.035659794179082e-08,2.0876383781433105,0.11030413955450058,0.8628961443901062,0,0.11030411720275879,0.8628961443901062,0,0
