epoch,train_mse,validation_mse,seconds
1,0.0007431247504428029,0.001817777495792446,0.007006913423538208
2,0.0006641278741881251,0.0016852672367046277,0.013462189584970474
3,0.0006050659576430917,0.0015281759066662441,0.01974867656826973
4,0.0005462940316647291,0.0013456934878680233,0.025954630225896835
5,0.00048214575508609414,0.0011617389148644481,0.032149430364370346
6,0.00041846861131489277,0.0009944945632014424,0.0384366512298584
7,0.0003605895908549428,0.0008521764927233259,0.044663555920124054
8,0.00031061924528330564,0.0007291825847156966,0.050901997834444046
9,0.0002660760947037488,0.0006153206146943072,0.05718305706977844
10,0.00022395924315787852,0.0005101084413278537,0.06348025053739548
11,0.00018565732170827687,0.00042046519956784323,0.06976661831140518
12,0.00015499147411901504,0.0003522030904908509,0.0760430283844471
13,0.0001342003233730793,0.00030498368869302794,0.08233353868126869
14,0.00012163916835561395,0.00027626962764770724,0.08861146867275238
15,0.00011426294804550707,0.00026756033912533894,0.09495498985052109
16,0.00011151249782415107,0.0002812670609273482,0.10097761452198029
17,0.00011456241190899163,0.0003124666121342064,0.10694103688001633
18,0.00012317374057602137,0.00034551150262511027,0.11288078874349594
19,0.0001338661095360294,0.0003654023093986325,0.11890682205557823
20,0.00014261457545217127,0.00036958053048389655,0.12496338784694672
21,0.00014833768364042044,0.0003642841438704636,0.13165508955717087
22,0.00015184606309048831,0.00035598199247033335,0.13785839825868607
23,0.00015322503168135881,0.0003472322690261838,0.1439151130616665
24,0.0001514065806986764,0.0003386545043516283,0.14993934705853462
25,0.00014619443390984088,0.00033130705560324714,0.15593146160244942
26,0.00013919497723691165,0.00032517915072579245,0.1619744561612606
27,0.00013229016622062773,0.00031782301205870073,0.1679799184203148
28,0.00012614359729923308,0.00030689703999087214,0.17404473200440407
29,0.00012054274702677503,0.0002934358914596184,0.18004275485873222
30,0.00011561753490241244,0.00028125667085987516,0.18600323423743248
31,0.0001120346350944601,0.00027382120000159677,0.19221200793981552
32,0.00011022914259228855,0.0002721293124826237,0.19817835837602615
33,0.000109906803118065,0.00027507601710870705,0.20416852459311485
34,0.00011038444063160568,0.0002810491265942498,0.21015433222055435
35,0.00011122285650344566,0.00028872163845032145,0.21601176634430885
36,0.00011236034333705902,0.00029671711066233303,0.22184114903211594
37,0.0001137588988058269,0.00030333462079094414,0.2278607003390789
38,0.00011513604113133624,0.0003070930676282539,0.2338509038090706
39,0.00011609985813265666,0.00030754742086476955,0.23975850641727448
40,0.00011646522034425288,0.0003054148340500736,0.2457006424665451
41,0.00011634087422862649,0.0003019025995551298,0.2516132816672325
42,0.00011592021473916247,0.00029797486301201087,0.2575368285179138
43,0.00011526634625624865,0.0002941845911360967,0.2634238339960575
44,0.0001143401168519631,0.00029092424059247907,0.26933855563402176
45,0.00011318872566334903,0.00028849819015401107,0.275426484644413
46,0.00011201277811778709,0.00028683840173471253,0.28143423423171043
47,0.00011102181451860815,0.0002853444548236439,0.28741827607154846
48,0.00011027791333617643,0.0002832782162537721,0.2933342009782791
49,0.0001097268977900967,0.00028042136060927686,0.29926474392414093
50,0.00010934739839285612,0.0002772926618490601,0.30519574880599976
51,0.00010919481428572908,0.00027473904386473197,0.31115109845995903
