update,loss,validation_mse,training_seconds
1,0.004393146373331547,0.150664945834829,1.575305674225092
100,0.00020955069339834154,0.002260104337311254,3.365500882267952
200,0.00020880387455690652,0.0024099229359837607,4.822703517973423
300,0.00020873112953267992,0.0024052538783991156,6.275749444961548
400,0.00020864643738605082,0.0023987860034398105,7.729008585214615
500,0.00020853045862168074,0.002391064690235939,9.179953265935183
600,0.0002085203886963427,0.0024082098555385225,10.636814430356026
700,0.00020824457169510424,0.0023709003166500716,12.093438044190407
800,0.00020806171232834458,0.002357872758884404,13.854923386126757
900,0.00020784589287359267,0.002343897606905702,15.613595511764288
1000,0.00020758755272254348,0.0023243594635495393,17.27474705502391
1100,0.00020727911032736301,0.002302604101822613,19.033851340413094
1200,0.00020693024271167815,0.0022708085350558395,20.792650289833546
1300,0.00020644618780352175,0.002244178222976025,22.540921304374933
1400,0.00020587134349625558,0.0022042145257742925,24.297267459332943
1500,0.0002051750780083239,0.00216053741868799,26.052610456943512
1600,0.00020415388280525804,0.0020861857746406684,27.80706898495555
1700,0.00020279319141991436,0.001994361239630543,29.56352884694934
1800,0.00020078170928172767,0.0018611073675770381,31.318433608859777
1900,0.00019756810797844082,0.0016541195174435573,33.07553841918707
2000,0.00019208213780075312,0.0013157842955593593,34.834462597966194
