epoch,train_mse,validation_mse,seconds
1,0.0007401887560263276,0.001870156906079501,0.00679527223110199
2,0.0006727298023179173,0.001670152909355238,0.013218559324741364
3,0.0006038837600499392,0.0014829427770261343,0.019560832530260086
4,0.000538908876478672,0.0013204076046046491,0.02581319957971573
5,0.0004765948106069118,0.0011634072482896347,0.03208158537745476
6,0.0004153287736698985,0.0010146423592232168,0.03835926949977875
7,0.00035945058334618807,0.0008766883499144266,0.044649478048086166
8,0.00030764099210500717,0.0007605825909801448,0.050866320729255676
9,0.00025979167548939586,0.0006714704480449049,0.05704749748110771
10,0.00021905965695623308,0.0005819431195656458,0.063295628875494
11,0.00018366306903772056,0.000489493994488536,0.0696140006184578
12,0.00015463001909665763,0.0004196755520145719,0.0763753280043602
13,0.00013346123159863055,0.00038775537541368976,0.08258415013551712
14,0.00011815328616648912,0.0003875141361883531,0.0887819342315197
15,0.00010994252806995064,0.00038684361303846043,0.09497454389929771
16,0.00010804260091390461,0.0003689658988150768,0.10117471218109131
17,0.00011043305858038366,0.00035655976535053924,0.10735759511590004
18,0.00011701488983817399,0.0003691803758556489,0.11321240663528442
19,0.00012502138270065188,0.0003985302003760201,0.11947336792945862
20,0.00013296602992340922,0.00041481549002734636,0.1254381462931633
21,0.00013990976731292903,0.00040185054967878386,0.1312463842332363
22,0.000143936209497042,0.0003824609666480683,0.1371358074247837
23,0.00014553454820998013,0.00037514310679398477,0.14299247041344643
24,0.00014406637637875974,0.00037413590083209175,0.14890369772911072
25,0.00014024940901435912,0.00036270371128921397,0.15470654144883156
26,0.00013491167919710279,0.0003384831506991759,0.1609336920082569
27,0.0001284267200389877,0.00031704972934676334,0.16714728623628616
28,0.00012206460814923048,0.0003077935762121342,0.17348048463463783
29,0.00011607638589339331,0.0003080696108857713,0.17952366545796394
30,0.00011107792670372874,0.0003087117850858097,0.18541625887155533
31,0.00010745393228717148,0.0003050434631101477,0.1918279267847538
32,0.00010502394434297457,0.0003027429841798342,0.1981513611972332
33,0.0001039428316289559,0.00030802150528567535,0.2040182203054428
34,0.0001038953778333962,0.0003203703084485217,0.2099045254290104
35,0.00010454392759129405,0.0003331556351137503,0.21576059237122536
36,0.00010574713815003633,0.0003398198847814153,0.22166791185736656
37,0.0001070639118552208,0.00034159861024818383,0.2276293747127056
38,0.00010830657265614718,0.0003443076808859284,0.2335694245994091
39,0.00010933306475635618,0.00035034582591227564,0.23954592272639275
40,0.00010991522867698222,0.00035637612503099564,0.24550380557775497
41,0.00011009887384716421,0.0003568969380770189,0.2513197995722294
42,0.00010985469270963222,0.00035128351494980353,0.25729962438344955
43,0.00010920657950919122,0.0003446403122021972,0.2631647512316704
44,0.00010832036787178367,0.0003411226777340441,0.2690184414386749
45,0.0001072398736141622,0.0003397183366663133,0.2748182788491249
46,0.00010611489415168762,0.0003360431340600674,0.2806778624653816
47,0.00010506952094146982,0.00032848704601443995,0.28660042956471443
48,0.00010414750431664288,0.00032090532234481844,0.2924674153327942
49,0.00010346196359023452,0.00031730057404881035,0.2983425743877888
50,0.00010300223948433995,0.0003169528433015027,0.3042276091873646
51,0.00010277524415869266,0.000315690320955279,0.3100980781018734
52,0.00010276026296196505,0.00031185451249863644,0.31591371819376945
53,0.00010287333861924708,0.0003087005322110296,0.3217770680785179
54,0.00010308381752111018,0.00030913813498045783,0.32756586372852325
55,0.00010329654469387606,0.0003115478345231774,0.33339178934693336
56,0.00010347500938223675,0.0003121058125543641,0.33921509608626366
57,0.00010357380233472213,0.00031050530985036556,0.3450009152293205
58,0.00010356765415053815,0.0003101030051766429,0.35082994028925896
