update,loss,validation_mse,training_seconds
1,0.004233767744153738,0.1441669202545706,1.5217481311410666
100,4.779208393301815e-05,0.0022307271504586382,3.2889529820531607
200,4.670619091484696e-05,0.0024089925152899786,5.044279709458351
300,4.648515096050687e-05,0.0024042483736933778,6.7978858686983585
400,4.621860716724768e-05,0.002397275384485304,8.576696023344994
500,4.5910208427812904e-05,0.002389066508388061,10.057640029117465
600,4.5560405851574615e-05,0.002379398269153501,11.775465718470514
700,4.5166783820604905e-05,0.0023678312699363093,13.523665866814554
800,4.472287400858477e-05,0.002353565795819491,15.27323237247765
900,4.421650373842567e-05,0.0023353864822069545,17.02293230034411
1000,4.362794425105676e-05,0.0023115545993932776,18.771868932060897
1100,4.2926596506731585e-05,0.0022797213627071713,20.596961631439626
1200,4.20662690885365e-05,0.002236814051325594,22.48100441880524
1300,4.0975552110467106e-05,0.0021787196537353887,23.614991609938443
1400,3.953761552111246e-05,0.002099242607872681,25.292380561120808
1500,3.7549223634414375e-05,0.0019877763424719706,27.36796875949949
1600,3.4646509448066354e-05,0.0018252442139624697,29.12402997445315
1700,3.0209863325580955e-05,0.001579929121942045,30.976807522587478
1800,2.345924986002501e-05,0.0012152720940485557,32.41438317950815
1900,1.4496764379146043e-05,0.0007460342094986901,33.88009099289775
2000,6.117026714491658e-06,0.0003198286845586148,35.32883426453918
