update,loss,validation_mse,training_seconds
1,0.003754225093871355,0.14195006621345965,1.5415181239368394
100,3.00144893117249e-05,0.0019295286181274685,3.255092370323837
200,2.9188644475652836e-05,0.0021090529658915587,5.095466929022223
300,2.905785004259087e-05,0.002111911296869775,6.526399698108435
400,2.9001279472140595e-05,0.0021114924707026513,7.958251757081598
500,2.878089071600698e-05,0.002115256801641774,9.40215916687157
600,2.86849717667792e-05,0.0021115198625457814,10.831681976327673
700,2.8489395845099352e-05,0.0021129298643730306,12.71733578608837
800,2.8329985070740804e-05,0.0021089406288877224,14.145858016097918
900,2.815685365931131e-05,0.0021023502794351163,15.577013751957566
1000,2.7965301342192106e-05,0.002092757296671786,17.01097666635178
1100,2.7751204470405355e-05,0.0020814174889849896,18.439804426045157
1200,2.750676685536746e-05,0.0020636693967848695,20.236130838049576
1300,2.722784847719595e-05,0.0020430148302608806,21.667671641916968
1400,2.690580004127696e-05,0.002017723596624364,23.199631004128605
1500,2.6530806280788966e-05,0.0019865089104034376,25.17021357116755
1600,2.60906272160355e-05,0.0019489199737421437,26.59846133342944
1700,2.5568595447111875e-05,0.0019035226124820455,28.027561543160118
1800,2.494111322448589e-05,0.0018492242292497323,29.454998458502814
1900,2.4172648409148678e-05,0.001782790773582032,30.880264223436825
2000,2.320481144124642e-05,0.0017002299661686825,32.30440902360715
2100,2.1933952666586265e-05,0.0015940499147151725,33.732266342965886
2200,2.0161223801551387e-05,0.0014500483894573147,35.441551280906424
2300,1.749632428982295e-05,0.001241830247482347,36.86970756528899
2400,1.3307386325323023e-05,0.000930433675388326,38.65966880938504
2500,7.4492972998996265e-06,0.0005214581953966429,40.0823605931364
2600,2.34538583754329e-06,0.00017858543617611453,41.5046559657203
2700,4.2236575836795964e-07,4.305667875807513e-05,43.28325215145014
2800,1.3719784419663483e-07,1.6738799249675962e-05,45.01557989558205
2900,1.08207188986853e-07,1.1431109368447658e-05,46.746207562391646
3000,1.057825045336358e-07,1.0461643012317437e-05,48.47903133602813
3100,1.0439638487014236e-07,1.0216830760371306e-05,50.20967360283248
3200,1.0394282412562461e-07,9.95525736265796e-06,51.947157257120125
3300,1.0166877473238856e-07,9.87369585822069e-06,53.67741410702001
3400,1.1238212493935862e-07,9.661149255257384e-06,55.40937489899807
3500,9.880708518039683e-08,9.545268560371184e-06,57.22864990006201
3600,9.731009953384273e-08,9.390329296538776e-06,59.030917965923436
3700,9.579803617043581e-08,9.208765693668725e-06,60.45984237128869
3800,9.422652169632784e-08,9.041377423266514e-06,62.11825285106897
3900,9.376063303534465e-08,9.0256089264001e-06,63.845601097797044
4000,9.099380804400425e-08,8.688763325995083e-06,65.5737713315757
4100,1.2206021438032622e-07,1.2339839616905097e-05,67.30299626104534
4200,8.76188437359815e-08,8.333548301438989e-06,69.02938307565637
4300,8.585411848116564e-08,8.137795334944552e-06,70.89333397115115
4400,8.419919339530679e-08,8.002604020099737e-06,72.62194852717221
4500,8.225558900676333e-08,7.753386318356169e-06,74.04550529480912
4600,8.149473984531141e-08,7.525670592319994e-06,75.72098814253695
