evaluation_kind,partition_id,partition_json,horizon,segment_count,steps_per_segment,sample_count,equal_work_composition_defect,production_work_composition_defect,rollout_mse,rollout_interior_mse,rollout_relative_l2,direct_equal_work_mse,composed_boundary_state_max,composed_boundary_state_rms,composed_boundary_equation_max,max_stage_boundary_state,max_stage_boundary_equation,rhs_boundary_tangent_max,composed_rhs_evaluations,direct_equal_rhs_evaluations,direct_production_rhs_evaluations,equal_rhs_work
uniform_primary,0.02+0.02+0.02+0.02,"[0.02,0.02,0.02,0.02]",0.08,4,8,128,0.011443298310041428,0.011443261057138443,0.0015398613177239895,0.0007580650853924453,0.1283671259880066,0.0015088095096871257,0.2568607032299042,0.11686617136001587,0.2568607032299042,0.2605522572994232,0.2605522572994232,6.030784606933594,128,128,32,True
uniform_primary,0.02+0.02+0.02+0.02+0.02+0.02+0.02+0.02,"[0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02]",0.16,8,8,128,0.03605369105935097,0.03605378046631813,0.003127253847196698,0.001956878462806344,0.18112358450889587,0.002978040836751461,0.31685489416122437,0.1458357721567154,0.31685489416122437,0.3235436975955963,0.3235436975955963,5.948844909667969,256,256,32,True
uniform_primary,0.04+0.04,"[0.04,0.04]",0.08,2,8,128,0.006222240626811981,0.006222216412425041,0.0015247927512973547,0.000734312750864774,0.1278730034828186,0.0015088090440258384,0.2587035596370697,0.11737645417451859,0.2587035596370697,0.2605522572994232,0.2605522572994232,6.030784606933594,64,64,32,True
uniform_primary,0.04+0.04+0.04+0.04,"[0.04,0.04,0.04,0.04]",0.16,4,8,128,0.029701698571443558,0.0297018364071846,0.0030576081480830908,0.001874591689556837,0.17938232421875,0.0029780406039208174,0.31931665539741516,0.1462680995464325,0.31931665539741516,0.3235436975955963,0.3235436975955963,5.995169639587402,128,128,32,True
uniform_primary,0.08+0.08,"[0.08,0.08]",0.16,2,8,128,0.022041449323296547,0.02204161509871483,0.0029881007503718138,0.0017972099594771862,0.17775437235832214,0.0029780373442918062,0.32228413224220276,0.14644761383533478,0.32228413224220276,0.3235436975955963,0.3235436975955963,6.030784606933594,64,64,32,True
long_rollout,0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03,"[0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03]",0.24,8,8,128,0.09315615892410278,0.09315613657236099,0.004445427563041449,0.003155665472149849,0.21289777755737305,0.004680182319134474,0.33658820390701294,0.15632253885269165,0.33658820390701294,0.3566299378871918,0.3566299378871918,5.974337577819824,256,256,32,True
long_rollout,0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03,"[0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03]",0.4800000000000002,16,8,128,1.0954868793487549,1.095472812652588,0.008737679570913315,0.007537784054875374,0.2775358259677887,0.1011076271533966,0.3361421227455139,0.1653362363576889,0.3361421227455139,0.5631283521652222,0.5631283521652222,5.974337577819824,512,512,32,True
long_rollout,0.06+0.06+0.06+0.06,"[0.06,0.06,0.06,0.06]",0.24,4,8,128,0.07802799344062805,0.07802817225456238,0.004282739944756031,0.00297572766430676,0.209673672914505,0.004680182319134474,0.34023362398147583,0.15665704011917114,0.34023362398147583,0.3566299378871918,0.3566299378871918,6.022558689117432,128,128,32,True
long_rollout,0.06+0.06+0.06+0.06+0.06+0.06+0.06+0.06,"[0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06]",0.48,8,8,128,1.0490511655807495,1.0490370988845825,0.008105252869427204,0.00685905059799552,0.26935896277427673,0.1011076271533966,0.34175845980644226,0.16559404134750366,0.34175845980644226,0.5631283521652222,0.5631283521652222,6.022558689117432,256,256,32,True
nonuniform_refinement,0.02+0.14,"[0.02,0.14]",0.16,2,4,128,0.008906146511435509,0.008911401964724064,0.002968564862385392,0.0017961309058591723,0.17734844982624054,0.002977974945679307,0.3226567506790161,0.14540044963359833,0.3226567506790161,0.3247862458229065,0.3247862458229065,5.948844909667969,32,32,16,True
nonuniform_refinement,0.02+0.14,"[0.02,0.14]",0.16,2,8,128,0.008907817304134369,0.008908011019229889,0.002969245193526149,0.0017956588417291641,0.17736969888210297,0.0029780373442918062,0.32279694080352783,0.14546418190002441,0.32279694080352783,0.3235436975955963,0.3235436975955963,5.948844909667969,64,64,32,True
nonuniform_refinement,0.02+0.14,"[0.02,0.14]",0.16,2,16,128,0.008907908573746681,0.008907919749617577,0.002969274530187249,0.0017956403316929936,0.1773706078529358,0.0029780406039208174,0.32280290126800537,0.14546683430671692,0.32280290126800537,0.3234543204307556,0.3234543204307556,5.948844909667969,128,128,64,True
nonuniform_refinement,0.04+0.12,"[0.04,0.12]",0.16,2,4,128,0.015762336552143097,0.01576756127178669,0.0029748408123850822,0.0017928831512108445,0.1774647831916809,0.002977974945679307,0.3224281072616577,0.14592868089675903,0.3224281072616577,0.3247862458229065,0.3247862458229065,5.995169639587402,32,32,16,True
nonuniform_refinement,0.04+0.12,"[0.04,0.12]",0.16,2,8,128,0.01576296240091324,0.015763133764266968,0.0029751055408269167,0.001792675000615418,0.17747311294078827,0.0029780373442918062,0.3224851191043854,0.1459546983242035,0.3224851191043854,0.3235436975955963,0.3235436975955963,5.995169639587402,64,64,32,True
