epoch,train_prediction_mse,train_boundary_penalty,train_objective,validation_prediction_mse,maximum_prediction_abs,selected_best_so_far
1,0.0015392951027024537,1.7606282511906102e-06,0.0015392951027024537,0.001177583122625947,0.8574010133743286,True
2,0.001465219545934815,1.2857819626788114e-06,0.001465219545934815,0.0011665307683870196,0.856923520565033,True
