evaluation_kind,tau,horizon,composition_depth,sample_count,equal_work_composition_defect,production_work_composition_defect,rollout_mse,rollout_interior_mse,rollout_relative_l2,direct_equal_work_mse,composed_boundary_max,composed_boundary_rms,max_stage_boundary,rhs_boundary_max,composed_rhs_evaluations,direct_equal_rhs_evaluations,direct_production_rhs_evaluations,equal_rhs_work
primary_semigroup,0.02,0.08,4,128,0.021002832800149918,0.02100280299782753,0.0002288099640281871,0.00010561006638454273,0.05129188299179077,0.00019784625328611583,0.14493538439273834,0.04624292626976967,0.1546315848827362,4.922917366027832,128,128,32,True
primary_semigroup,0.02,0.16,8,128,0.04136674106121063,0.0413665771484375,0.0004945410182699561,0.00035200195270590484,0.07791154086589813,0.00036332555464468896,0.15875478088855743,0.05199899896979332,0.16754032671451569,4.922917366027832,256,256,32,True
primary_semigroup,0.04,0.08,2,128,0.013619753532111645,0.01361973024904728,0.00020875837071798742,8.06813477538526e-05,0.04793129116296768,0.0001978459331439808,0.14887411892414093,0.046839639544487,0.1546315848827362,5.079727649688721,64,64,32,True
primary_semigroup,0.04,0.16,4,128,0.027205774560570717,0.027205634862184525,0.0004054745368193835,0.000252637080848217,0.06949125975370407,0.00036332549643702805,0.16375765204429626,0.0526730939745903,0.16754032671451569,5.079727649688721,128,128,32,True
primary_semigroup,0.08,0.16,2,128,0.0074346112087368965,0.007434669882059097,0.0003473551769275218,0.00018323799304198474,0.061844322830438614,0.00036332447780296206,0.1714436262845993,0.053769614547491074,0.1714486926794052,5.285145282745361,64,64,32,True
long_rollout,0.03,0.24,8,128,0.18282097578048706,0.18282073736190796,0.0007149470038712025,0.000577809230890125,0.09343599528074265,0.0037314067594707012,0.15633778274059296,0.05329711735248566,0.16131317615509033,5.005038738250732,256,256,32,True
long_rollout,0.03,0.48,16,128,2.5628323554992676,2.5628275871276855,0.0020572200883179903,0.0020088055171072483,0.14763754606246948,0.41999995708465576,0.1428956836462021,0.05298721045255661,0.4980502426624298,5.005038738250732,512,512,32,True
long_rollout,0.06,0.24,4,128,0.2049240916967392,0.20492388308048248,0.0005060196272097528,0.00034717677044682205,0.07700367271900177,0.003731406293809414,0.16437490284442902,0.05448012053966522,0.16821876168251038,5.202836990356445,128,128,32,True
long_rollout,0.06,0.48,8,128,2.4699721336364746,2.4699673652648926,0.0010944172972813249,0.0009691987652331591,0.10925693064928055,0.41999995708465576,0.14848364889621735,0.05509358271956444,0.4980502426624298,5.202836990356445,256,256,32,True
