epoch,train_mse,validation_mse,maximum_prediction_abs,selected_best_so_far
1,0.0015938275028020144,,0.8580132126808167,False
2,0.0015593660209560767,,0.8487648367881775,False
3,0.0015612276620231569,,0.8465853929519653,False
4,0.0015573016426060349,,0.8452770113945007,False
5,0.0015506533527513966,0.0020599965937435627,0.845525324344635,True
6,0.0015457787667401135,,0.8459615111351013,False
7,0.0015445027820533141,,0.8460286855697632,False
8,0.0015426583122462034,,0.8456987142562866,False
9,0.0015444613236468285,,0.8461569547653198,False
10,0.0015404600999318063,0.002047764603048563,0.8459921479225159,True
11,0.0015311368624679744,,0.8462451100349426,False
12,0.0015264081885106862,,0.8461159467697144,False
13,0.001529661676613614,,0.8457167148590088,False
14,0.0015209863777272403,,0.8457550406455994,False
15,0.0015252266675815918,0.0020234326366335154,0.8456432819366455,True
16,0.001519622681371402,,0.8459308743476868,False
17,0.0015104229387361556,,0.8454805016517639,False
18,0.0015133361448533833,,0.8456538319587708,False
19,0.0014996129320934415,,0.8455259203910828,False
20,0.0014954647194826975,0.001993826823309064,0.8458499908447266,True
21,0.0014910086465533823,,0.8454742431640625,False
22,0.0014836352202109993,,0.8449669480323792,False
23,0.0014797678086324595,,0.8449892997741699,False
24,0.0014721607440151274,,0.8459503650665283,False
25,0.0014628236458520405,0.0019472771091386676,0.8460278511047363,True
26,0.0014584109085262753,,0.8450770378112793,False
27,0.001451825228286907,,0.8451383709907532,False
28,0.001436698337784037,,0.8454152345657349,False
29,0.0014309431426227093,,0.8452317118644714,False
30,0.0014228887084755115,0.0018934875261038542,0.8450209498405457,True
31,0.0014246557984733954,,0.8452326059341431,False
32,0.0014036593565833755,,0.844481885433197,False
33,0.0013935851893620566,,0.8446949124336243,False
34,0.0013762503367615864,,0.8448818325996399,False
35,0.0013609998204628937,0.0017951438203454018,0.8441231846809387,True
36,0.0013463823270285502,,0.8445004224777222,False
37,0.0013323591265361756,,0.8448428511619568,False
38,0.001317034286330454,,0.8438881039619446,False
39,0.0013076058166916482,,0.8443799614906311,False
40,0.0012849796476075426,0.001704328111372888,0.843582272529602,True
41,0.0012710901792161167,,0.8433955311775208,False
42,0.0012546067882794887,,0.844157338142395,False
43,0.0012506108469096944,,0.8456747531890869,False
44,0.0012170050467830151,,0.8435576558113098,False
45,0.0011882558319484815,0.0015544468769803643,0.842106282711029,True
46,0.0011677949587465264,,0.8431259393692017,False
47,0.0011426679338910617,,0.8428909778594971,False
48,0.0011211348246433772,,0.8422462344169617,False
49,0.0010955743418890052,,0.8433938026428223,False
50,0.0010847541052498855,0.0013958747731521726,0.8429800271987915,True
51,0.0010712032380979508,,0.8424139022827148,False
52,0.001036988258420024,,0.843363344669342,False
53,0.0010247301397612318,,0.8408632874488831,False
54,0.0010263742733513936,,0.8453681468963623,False
55,0.0009747517324285582,0.0012822574935853481,0.8444735407829285,True
56,0.0009506807909929194,,0.8405258059501648,False
57,0.0009232125812559389,,0.8448068499565125,False
58,0.0009053174071596004,,0.8401510715484619,False
59,0.0008715011135791428,,0.8402161598205566,False
60,0.0008604112663306296,0.0011078380048274994,0.8411375880241394,True
61,0.0008249694074038416,,0.84600830078125,False
62,0.0008247101213783026,,0.8383299708366394,False
63,0.0007840369507903233,,0.8476157784461975,False
64,0.0007799457307555713,,0.8390831351280212,False
65,0.0007753867175779305,0.0009313632035627961,0.8414649367332458,True
66,0.0007204551584436558,,0.8387994170188904,False
67,0.0007023525904514827,,0.8473634719848633,False
68,0.0006881494227855001,,0.8561533689498901,False
69,0.0006574898798135109,,0.8376103043556213,False
70,0.0006459414580604061,0.0007792366668581963,0.847192108631134,True
71,0.0006240405127755366,,0.8471775650978088,False
72,0.0006000500106893014,,0.8424195051193237,False
73,0.000578887735173339,,0.8481324315071106,False
74,0.0005696243642887566,,0.8442741632461548,False
75,0.0005606829690805171,0.0006610578275285661,0.8394279479980469,True
76,0.0005331852844392415,,0.8554214835166931,False
77,0.0005131125144544058,,0.848039984703064,False
78,0.000513894141477067,,0.8402344584465027,False
79,0.0005082374664198142,,0.8499617576599121,False
80,0.0004819062196474988,0.0005670368555001915,0.8669869899749756,True
81,0.00046778146497672424,,0.8483343124389648,False
82,0.000468152040411951,,0.8600162863731384,False
83,0.0004697642543760594,,0.8586195707321167,False
84,0.000435807480243966,,0.85086590051651,False
85,0.0004243743205734063,0.000491985643748194,0.8770084381103516,True
86,0.0004076333134435117,,0.8579418063163757,False
87,0.00039122873204178177,,0.849962592124939,False
88,0.00039915256638778374,,0.8603471517562866,False
89,0.00040756935050012544,,0.8542435169219971,False
90,0.0003751155363715952,0.0004209967446513474,0.8411129117012024,True
91,0.00036045751403435133,,0.8485794067382812,False
92,0.00034880162274930626,,0.8545297384262085,False
93,0.0003431646509852726,,0.857272744178772,False
94,0.00034924305145977996,,0.8618061542510986,False
95,0.0003477840728010051,0.0003686494310386479,0.8669177293777466,True
96,0.00034057704760925844,,0.8500159978866577,False
97,0.0003170026284351479,,0.8446559309959412,False
98,0.00031075016522663645,,0.8602300882339478,False
99,0.0003026312442671042,,0.8546341061592102,False
100,0.00029843382617400493,0.00032636610558256507,0.8565434217453003,True
101,0.00029982844171172474,,0.8444820046424866,False
102,0.0003078454756177962,,0.8722854256629944,False
103,0.0002821740181389032,,0.8588219285011292,False
104,0.0002775025732262293,,0.859863817691803,False
105,0.0002807680812111357,0.0002977198746521026,0.8627170324325562,True
106,0.0002681781643332215,,0.8498868942260742,False
107,0.0002746455247688573,,0.8662242293357849,False
108,0.0002748632414295571,,0.8710162043571472,False
109,0.0002768875456240494,,0.8622666001319885,False
110,0.0002755769201030489,0.0003270107845310122,0.8620498180389404,False
111,0.00026944769160763826,,0.8497357964515686,False
112,0.0002731824206421152,,0.8616177439689636,False
113,0.00027905256320082117,,0.8503843545913696,False
114,0.0002938793859357247,,0.8637779355049133,False
115,0.00029659020947292447,0.0002854821796063334,0.851645290851593,True
116,0.00025564885800122283,,0.8564823269844055,False
117,0.0002776647779683117,,0.8814837336540222,False
118,0.00029472199821611866,,0.838266909122467,False
119,0.00030037530268600676,,0.8519407510757446,False
120,0.00026435939071234316,0.0002765470708254725,0.8488903641700745,True
121,0.0002499943020666251,,0.8558863401412964,False
122,0.00023868150310590863,,0.8657731413841248,False
123,0.00023507984406023752,,0.8585193753242493,False
124,0.00022957615692575928,,0.872430682182312,False
125,0.00022745010028302204,0.00023499754024669528,0.8709806203842163,True
126,0.00023087653244147077,,0.8725875020027161,False
127,0.00022646882280241698,,0.8660521507263184,False
128,0.0002236049695056863,,0.8637457489967346,False
129,0.00022364714823197573,,0.8660755753517151,False
130,0.00022588493447983637,0.00023112594499252737,0.8647345304489136,True
131,0.00022034093308320735,,0.8588142395019531,False
132,0.00022292993708106223,,0.8520710468292236,False
133,0.00021978884069540072,,0.8631967306137085,False
134,0.00021762674623460043,,0.8623435497283936,False
135,0.0002133853286068188,0.00021651247516274452,0.8548941016197205,True
136,0.00021137837029527873,,0.8573543429374695,False
137,0.0002132386161974864,,0.8564832806587219,False
138,0.00022876017283124384,,0.8702623248100281,False
139,0.00022344129138218705,,0.8739482760429382,False
140,0.0002199500559072476,0.00022334404638968408,0.8648333549499512,False
141,0.00021617469792545307,,0.8471861481666565,False
142,0.00021710620603698771,,0.8666498064994812,False
143,0.00021966793246974703,,0.8654659986495972,False
144,0.0002184010390919866,,0.8465944528579712,False
145,0.00021918079255556222,0.00023378522018902004,0.8531841039657593,False
146,0.0002117607400577981,,0.8534250855445862,False
147,0.00020558632422762457,,0.859404981136322,False
148,0.0002054166925518075,,0.8572506308555603,False
149,0.00020390806093928404,,0.8579776883125305,False
150,0.0002107101281580981,0.00023936423531267792,0.8682289719581604,False
