seed,conditioning_time,generator_residual_a,generator_residual_b,generator_residual_a_over_b,learned_osl_max_a,learned_osl_max_b,a_empirical_stability_no_worse,numerical_to_cache_ratio_a,numerical_to_cache_ratio_b
31415,0.075,0.1042260450996377,0.1051703634600191,0.9910210602177829,0.9345202445983887,0.9280912280082703,False,1.0574247651741083e-05,1.0708263658553687e-05
31415,0.15,0.1042260450996377,0.1051690376609667,0.9910335533888888,0.9345202445983887,0.9280720353126526,False,7.281724858760898e-06,7.027574460113881e-06
271828,0.075,0.10663712104092,0.10650827141439584,1.0012097616909286,0.9268288016319275,0.9273937940597534,True,9.548914780871721e-06,9.065246035919759e-06
271828,0.15,0.10663712104092,0.106505910634315,1.001231954225109,0.9268288016319275,0.9273715615272522,True,7.107369535600856e-06,6.866486042444714e-06
161803,0.075,0.11234822525751494,0.11180177103289513,1.0048877063356987,0.9228426814079285,0.9241355061531067,True,9.425210563639416e-06,8.7659837896697e-06
161803,0.15,0.11234822525751494,0.11179899280215362,1.004912678026834,0.9228426814079285,0.9241107106208801,True,6.32857304688998e-06,6.526151346438244e-06
