update,loss,validation_mse,training_seconds
1,0.0051755839958786964,0.1422395484867076,1.5310012521222234
100,4.7182948037516326e-05,0.0024128475138531563,3.5804346706718206
200,4.6018634748179466e-05,0.0025293335997176244,5.515744767151773
300,4.548074139165692e-05,0.00252336062205699,7.4809557273983955
400,4.490113497013226e-05,0.0025177198417092876,9.535539506934583
500,4.432448258739896e-05,0.002512248296584995,11.33709189016372
600,4.377566801849753e-05,0.0025058621816107496,12.573152054101229
700,4.3252857722109184e-05,0.0024969409882334096,14.637308293953538
800,4.273698141332716e-05,0.0024836543991119263,16.352772493846714
900,4.220117625663988e-05,0.002464161640375809,18.21166171412915
1000,4.161287870374508e-05,0.002436727795907371,20.070933109149337
1100,4.093516690772958e-05,0.002399647203700053,21.630809167400002
1200,4.0124003135133535e-05,0.002350907277944564,23.3287864131853
1300,3.911977546522394e-05,0.002287619953229659,24.879093411378562
1400,3.783277497859672e-05,0.0022051279066396083,26.92948819603771
1500,3.611833744798787e-05,0.0020954284669051923,28.15962165594101
1600,3.3732936572050676e-05,0.0019448464528181485,30.016738606616855
1700,3.0276351026259363e-05,0.0017312525159409275,31.87182646524161
1800,2.5182351237162948e-05,0.0014253963658511614,33.81003108341247
1900,1.807799890229944e-05,0.001013611178822815,35.8198046926409
2000,9.986217264668085e-06,0.0005607557582059417,37.67960812803358
