seed,model,snapshot_time,conditioning_time,pair_family,sample_count,reference_mean,reference_median,reference_p95,reference_max,learned_mean,learned_median,learned_p95,learned_max,pair_distance_min,pair_distance_median,pair_distance_max,reference_bound,reference_bound_pass,nonfinite_events
271828,latent_query_time,0.0,0.075,cyclic_cross_sample,500,-0.0060076408519816075,-0.015435808032460722,0.16815525270916876,0.3416973045911319,-0.003320767904544482,-0.01127899345010519,0.1788840770721434,0.539189875125885,0.21186449583714737,0.9810122272617472,1.5811365373071247,1.0001,True,0
271828,latent_query_time,0.0,0.075,sinusoidal_0.001,500,-0.6612045558321907,-0.5000757375762319,0.21787941878453235,0.46858950426737017,-0.435259213342797,-0.31310443580150604,0.41176802664995155,0.8633653521537781,0.0031622404190681957,0.0031622775921724185,0.0031623174034204455,1.0001,True,0
271828,latent_query_time,0.0,0.075,sinusoidal_0.01,500,-0.6612070187551676,-0.5000788343915059,0.21412892943726633,0.473638311068348,-0.4335553514037165,-0.30704839527606964,0.41209877878427503,0.9273937940597534,0.03162273743517248,0.031622775611067286,0.03162280608472783,1.0001,True,0
271828,latent_query_time,0.0,0.15,cyclic_cross_sample,500,-0.0060076408519816075,-0.015435808032460722,0.16815525270916876,0.3416973045911319,-0.0033165906675276346,-0.01127523323521018,0.17888421341776833,0.5391774773597717,0.21186449583714737,0.9810122272617472,1.5811365373071247,1.0001,True,0
271828,latent_query_time,0.0,0.15,sinusoidal_0.001,500,-0.6612045558321907,-0.5000757375762319,0.21787941878453235,0.46858950426737017,-0.4352521703597158,-0.3130931705236435,0.4117540568113323,0.8633412718772888,0.0031622404190681957,0.0031622775921724185,0.0031623174034204455,1.0001,True,0
271828,latent_query_time,0.0,0.15,sinusoidal_0.01,500,-0.6612070187551676,-0.5000788343915059,0.21412892943726633,0.473638311068348,-0.43354833981086266,-0.3070399910211563,0.41209256947040557,0.9273715615272522,0.03162273743517248,0.031622775611067286,0.03162280608472783,1.0001,True,0
271828,latent_query_time,0.6,0.075,cyclic_cross_sample,500,-0.15933055892133047,-0.15975272699897503,0.009914740625369059,0.14314129727838615,-0.19068936087726615,-0.18946915119886398,-0.0339411219581962,0.13596120476722717,0.17404557041606772,0.949459784589676,1.6293373818348817,1.0001,True,0
271828,latent_query_time,0.6,0.075,sinusoidal_0.001,500,-0.9016100229922351,-0.7378872046744276,-0.025557404163382997,0.26886882260541994,-0.7475346288233995,-0.6273845732212067,0.015979800000786568,0.41213345527648926,0.0031622408012574104,0.0031622781871679627,0.0031623207940539503,1.0001,True,0
271828,latent_query_time,0.6,0.075,sinusoidal_0.01,500,-0.9016121932770166,-0.7378821472931003,-0.02623163770256428,0.26214767688341895,-0.7470855509535904,-0.6276312172412872,0.012970147142186627,0.3857511281967163,0.03162273481826685,0.03162277665968219,0.03162281680334984,1.0001,True,0
271828,latent_query_time,0.6,0.15,cyclic_cross_sample,500,-0.15933055892133047,-0.15975272699897503,0.009914740625369059,0.14314129727838615,-0.1906798724454129,-0.1894589588046074,-0.03393461313098673,0.1359677016735077,0.17404557041606772,0.949459784589676,1.6293373818348817,1.0001,True,0
271828,latent_query_time,0.6,0.15,sinusoidal_0.001,500,-0.9016100229922351,-0.7378872046744276,-0.025557404163382997,0.26886882260541994,-0.7475240199863911,-0.6273761987686157,0.015972863882779863,0.41211584210395813,0.0031622408012574104,0.0031622781871679627,0.0031623207940539503,1.0001,True,0
271828,latent_query_time,0.6,0.15,sinusoidal_0.01,500,-0.9016121932770166,-0.7378821472931003,-0.02623163770256428,0.26214767688341895,-0.7470750782805262,-0.6276184320449829,0.012970288051292165,0.38573482632637024,0.03162273481826685,0.03162277665968219,0.03162281680334984,1.0001,True,0
271828,latent_query_time,1.2,0.075,cyclic_cross_sample,500,-0.3448267280873197,-0.3355844292442619,-0.16160381313935468,0.07625288364034871,-0.3826726236641407,-0.3804488629102707,-0.22739764675498023,0.01665833592414856,0.12846224800532746,0.8118778410780068,1.5211242135874383,1.0001,True,0
271828,latent_query_time,1.2,0.075,sinusoidal_0.001,500,-1.1440645197216759,-0.9840132715129726,-0.28161492491310547,0.09149218133569169,-0.9894650496952235,-0.8837985694408417,-0.2951444357633591,0.14617152512073517,0.003162229480887592,0.0031622774354628964,0.0031623306918357953,1.0001,True,0
271828,latent_query_time,1.2,0.075,sinusoidal_0.01,500,-1.1440666627441702,-0.9840127785777377,-0.28795993663480285,0.08477584250643948,-0.988671732801944,-0.8836631178855896,-0.2985106259584427,0.12840478122234344,0.031622722665353174,0.03162277542969889,0.03162283491970232,1.0001,True,0
271828,latent_query_time,1.2,0.15,cyclic_cross_sample,500,-0.3448267280873197,-0.3355844292442619,-0.16160381313935468,0.07625288364034871,-0.3826609331779182,-0.3804360330104828,-0.22738731727004063,0.01666145958006382,0.12846224800532746,0.8118778410780068,1.5211242135874383,1.0001,True,0
271828,latent_query_time,1.2,0.15,sinusoidal_0.001,500,-1.1440645197216759,-0.9840132715129726,-0.28161492491310547,0.09149218133569169,-0.9894551912099123,-0.8837857842445374,-0.29513684213161473,0.1461568921804428,0.003162229480887592,0.0031622774354628964,0.0031623306918357953,1.0001,True,0
271828,latent_query_time,1.2,0.15,sinusoidal_0.01,500,-1.1440666627441702,-0.9840127785777377,-0.28795993663480285,0.08477584250643948,-0.9886618519313634,-0.883651852607727,-0.2985034972429276,0.12839458882808685,0.031622722665353174,0.03162277542969889,0.03162283491970232,1.0001,True,0
271828,latent_query_time,2.4,0.075,cyclic_cross_sample,500,-0.7158847607830323,-0.7195306658946234,-0.512177714706832,-0.3356438490826271,-0.6993630269169807,-0.7030321359634399,-0.5281551778316498,-0.4017922282218933,0.06066813352424881,0.4180112479382427,0.9719061613093,1.0001,True,0
271828,latent_query_time,2.4,0.075,sinusoidal_0.001,500,-1.5360921588351681,-1.3784186718465925,-0.7213026366227566,-0.3479596693495774,-1.3017964071035386,-1.208192229270935,-0.6411981016397477,-0.34698742628097534,0.0031622230402137638,0.0031622773291861183,0.00316234901314941,1.0001,True,0
271828,latent_query_time,2.4,0.075,sinusoidal_0.01,500,-1.5360943792797708,-1.3784176744973742,-0.7216047566246161,-0.3546813484253937,-1.2975049076676368,-1.2026520371437073,-0.6370114266872406,-0.35827282071113586,0.03162271516247552,0.03162277568332261,0.031622836648243675,1.0001,True,0
271828,latent_query_time,2.4,0.15,cyclic_cross_sample,500,-0.7158847607830323,-0.7195306658946234,-0.512177714706832,-0.3356438490826271,-0.6993585428595543,-0.7030285596847534,-0.5281466960906982,-0.40177983045578003,0.06066813352424881,0.4180112479382427,0.9719061613093,1.0001,True,0
271828,latent_query_time,2.4,0.15,sinusoidal_0.001,500,-1.5360921588351681,-1.3784186718465925,-0.7213026366227566,-0.3479596693495774,-1.3017944419384002,-1.208190143108368,-0.6411931723356248,-0.34697699546813965,0.0031622230402137638,0.0031622773291861183,0.00316234901314941,1.0001,True,0
271828,latent_query_time,2.4,0.15,sinusoidal_0.01,500,-1.5360943792797708,-1.3784176744973742,-0.7216047566246161,-0.3546813484253937,-1.2975029882788658,-1.2026504278182983,-0.6370083689689636,-0.35826167464256287,0.03162271516247552,0.03162277568332261,0.031622836648243675,1.0001,True,0
271828,latent_query_time,4.8,0.075,cyclic_cross_sample,500,-1.044411395798041,-1.036835066507071,-0.9622850940541724,-0.9269613313040459,-0.811099851489067,-0.8044054806232452,-0.7666964322328568,-0.7320922613143921,0.008935481060088487,0.044631795246071235,0.1398170821876279,1.0001,True,0
271828,latent_query_time,4.8,0.075,sinusoidal_0.001,500,-1.819930229654066,-1.6668741048452536,-1.0243406190776851,-0.9576090544546361,-1.3766188430786133,-1.2824058532714844,-0.7158749997615818,-0.6601625084877014,0.0031621895917486775,0.00316227877323563,0.0031623420949372814,1.0001,True,0
271828,latent_query_time,4.8,0.075,sinusoidal_0.01,500,-1.8454363243829592,-1.6873620192186296,-1.023106021099938,-0.9643236065138957,-1.3702579306960105,-1.1085705161094666,-0.5857486546039582,-0.45401421189308167,0.023201559767281398,0.0300611107298462,0.03162284100730349,1.0001,True,0
271828,latent_query_time,4.8,0.15,cyclic_cross_sample,500,-1.044411395798041,-1.036835066507071,-0.9622850940541724,-0.9269613313040459,-0.8111004786491394,-0.8044061362743378,-0.7666969746351242,-0.7320926785469055,0.008935481060088487,0.044631795246071235,0.1398170821876279,1.0001,True,0
271828,latent_query_time,4.8,0.15,sinusoidal_0.001,500,-1.819930229654066,-1.6668741048452536,-1.0243406190776851,-0.9576090544546361,-1.3766195582151413,-1.282406508922577,-0.7158754080533984,-0.6601628661155701,0.0031621895917486775,0.00316227877323563,0.0031623420949372814,1.0001,True,0
271828,latent_query_time,4.8,0.15,sinusoidal_0.01,500,-1.8454363243829592,-1.6873620192186296,-1.023106021099938,-0.9643236065138957,-1.3702586406469346,-1.1085712909698486,-0.5857490718364716,-0.4540146291255951,0.023201559767281398,0.0300611107298462,0.03162284100730349,1.0001,True,0
