seed,model,state_source,snapshot_time,conditioning_time,sample_count,rms_residual_l2,rms_reference_l2,rms_relative_residual,residual_mean,residual_median,residual_p90,residual_p95,residual_max,relative_mean,relative_median,relative_p90,relative_p95,relative_max,cosine_mean,representation_error_max,latent_abs_max,raw_state_min,raw_state_max,raw_bound_violation_count,represented_state_min,represented_state_max,saturation_count,nonfinite_events
271828,latent_query_time,reference_trajectory,0.0,0.075,500,0.09327812686703717,0.6383428605051622,0.146125432958113,0.08351131403073668,0.07313765585422516,0.12637149542570114,0.1549724929034707,0.2455645352602005,0.13155321858078242,0.11347546800971031,0.20384417623281478,0.2488921605050562,0.3992961049079895,0.9898412088155747,8.161702425013573e-08,2.944438934326172,0.05000000074505806,0.8000000715255737,0,0.05000000074505806,0.8000000715255737,0,0
271828,latent_query_time,reference_trajectory,0.0,0.15,500,0.09327754050429071,0.6383428605051622,0.14612451438788573,0.08350930289924145,0.07313666492700577,0.12637331038713456,0.15497492104768723,0.2455691248178482,0.13155011024326085,0.11347311362624168,0.20385244637727737,0.24889902547001821,0.3993035554885864,0.9898412508964538,8.161702425013573e-08,2.944438934326172,0.05000000074505806,0.8000000715255737,0,0.05000000074505806,0.8000000715255737,0,0
271828,latent_query_time,reference_trajectory,0.6,0.075,500,0.03695688341294527,0.6720010881323629,0.05499527317084632,0.035999461777508256,0.03491288982331753,0.04930421933531762,0.05347541719675064,0.06329316645860672,0.05459316336363554,0.05231665261089802,0.07598640173673629,0.09608927629888057,0.12654085457324982,0.9984660189151764,1.0133885552932043e-07,2.34291410446167,0.08763065934181213,0.8734002113342285,0,0.08763065189123154,0.8734002113342285,0,0
271828,latent_query_time,reference_trajectory,0.6,0.15,500,0.03695425121042636,0.6720010881323629,0.05499135620915474,0.0359969321899116,0.034907205030322075,0.0493015967309475,0.0534706698730588,0.06328918784856796,0.05458933598548174,0.05230935104191303,0.07598488479852676,0.09607926458120346,0.1265343576669693,0.9984662150144576,1.0133885552932043e-07,2.34291410446167,0.08763065934181213,0.8734002113342285,0,0.08763065189123154,0.8734002113342285,0,0
271828,latent_query_time,reference_trajectory,1.2,0.075,500,0.038806972987622194,0.6563314570022081,0.059127095880598085,0.037843102555722,0.036234235391020775,0.05214439406991005,0.0533487044274807,0.06181807816028595,0.058699948780238626,0.05353591777384281,0.08606101796030999,0.09527937099337573,0.11877357214689255,0.9983802067041397,1.086099459257639e-07,2.484848737716675,0.15186870098114014,0.9230728149414062,0,0.15186871588230133,0.9230728149414062,0,0
271828,latent_query_time,reference_trajectory,1.2,0.15,500,0.038805384910506356,0.6563314570022081,0.05912467625390048,0.03784177820011973,0.036232225596904755,0.05214097760617733,0.05334251839667559,0.06181066110730171,0.058697702027857304,0.05353591777384281,0.08605342283844948,0.09527254365384574,0.11875932663679123,0.9983805286884307,1.086099459257639e-07,2.484848737716675,0.15186870098114014,0.9230728149414062,0,0.15186871588230133,0.9230728149414062,0,0
271828,latent_query_time,reference_trajectory,2.4,0.075,500,0.04615502666438944,0.4511312950614443,0.10230952090810527,0.04562535948678851,0.047748956829309464,0.05189855434000492,0.054110852815210816,0.05785875394940376,0.10275084929913282,0.10747911781072617,0.12361396849155426,0.13057493865489958,0.15029461681842804,0.998757902264595,1.3118101094278245e-07,3.6026175022125244,0.3972976803779602,0.9734706878662109,0,0.3972976505756378,0.9734706878662109,0,0
271828,latent_query_time,reference_trajectory,2.4,0.15,500,0.046155449880178404,0.4511312950614443,0.10231045902921014,0.04562582168355584,0.04774952866137028,0.05189865455031395,0.05411090441048145,0.05785861983895302,0.10275184173136949,0.107479777187109,0.12361418530344963,0.13057491108775138,0.15029427409172058,0.9987579752206802,1.3118101094278245e-07,3.6026175022125244,0.3972976803779602,0.9734706878662109,0,0.3972976505756378,0.9734706878662109,0,0
271828,latent_query_time,reference_trajectory,4.8,0.075,500,0.019612011651075796,0.06955994580607973,0.2819440329316883,0.0194622141122818,0.018627990037202835,0.022302865982055664,0.025687541346997023,0.029978608712553978,0.29929715520143507,0.3085601180791855,0.3362777590751648,0.3395507141947746,0.3567938804626465,0.9987207444906234,1.5979715328739985e-07,5.823498249053955,0.900017499923706,0.997051477432251,0,0.9000175595283508,0.997051477432251,0,0
271828,latent_query_time,reference_trajectory,4.8,0.15,500,0.01961198103437963,0.06955994580607973,0.2819435927833269,0.019462185326963664,0.018627967685461044,0.022302829660475254,0.025687461625784634,0.02997850812971592,0.29929675337672235,0.30855976045131683,0.3362774342298508,0.33955041617155074,0.3567935824394226,0.9987207326889038,1.5979715328739985e-07,5.823498249053955,0.900017499923706,0.997051477432251,0,0.9000175595283508,0.997051477432251,0,0
271828,latent_query_time,learned_repeated_lag_trajectory,0.0,0.075,64,0.09381628952472894,0.6375256185532329,0.14715689345571822,0.08261923451209441,0.06891704350709915,0.1154839389026165,0.16483371183276155,0.2455645352602005,0.13077781919855624,0.11069288104772568,0.19180301725864415,0.2679328836500641,0.3992961049079895,0.9897587243467569,7.264912937898771e-08,2.944438934326172,0.05000000074505806,0.8000000715255737,0,0.05000000074505806,0.8000000715255737,0,0
271828,latent_query_time,learned_repeated_lag_trajectory,0.6,0.075,64,0.04618945971646065,0.6777213982593849,0.06815405243967598,0.04467352043138817,0.041573503986001015,0.05759571492671967,0.06677385121583933,0.0913994163274765,0.06705985340522602,0.06173623912036419,0.09747091829776769,0.11380830630660049,0.13638371229171753,0.9976262245327234,6.664001972467304e-08,2.0954689979553223,0.1095379963517189,0.8636577725410461,0,0.1095379963517189,0.8636577725410461,0,0
271828,latent_query_time,learned_repeated_lag_trajectory,1.2,0.075,64,0.043087579012216555,0.6662600723182225,0.06467081069753321,0.04238030075794086,0.041368793696165085,0.05536138117313385,0.055871014110744,0.061739031225442886,0.06429641181603074,0.06226963922381401,0.08707438334822656,0.09478816986083982,0.1105576902627945,0.9981202390044928,6.664001972467304e-08,2.2890512943267822,0.21425771713256836,0.9079661965370178,0,0.21425771713256836,0.9079661965370178,0,0
271828,latent_query_time,learned_repeated_lag_trajectory,2.4,0.075,64,0.05018037526524593,0.4636805387404789,0.10822187060417429,0.0498411649314221,0.05097638815641403,0.05608701072633267,0.05751366075128316,0.0583152212202549,0.10862564481794834,0.11056650429964066,0.13095993250608445,0.13564645051956176,0.1400299221277237,0.9987410865724087,5.2683560625155224e-08,3.1249349117279053,0.5215634703636169,0.9579096436500549,0,0.5215634703636169,0.9579096436500549,0,0
271828,latent_query_time,learned_repeated_lag_trajectory,4.8,0.075,64,0.02756175011791256,0.10159732693031492,0.27128420550687343,0.027529646817129105,0.027204371988773346,0.028788621351122857,0.03104321416467427,0.03289476037025452,0.275770585751161,0.28092388808727264,0.2973432749509812,0.29985981732606887,0.3039439916610718,0.9989205440506339,0.0,4.599918365478516,0.9100131988525391,0.9900473952293396,0,0.9100131988525391,0.9900473952293396,0,0
271828,latent_query_time,learned_repeated_lag_trajectory,0.0,0.15,64,0.09381579153829851,0.6375256185532329,0.14715611233192344,0.08261709794169292,0.06891253218054771,0.1154871813952923,0.16483822464942913,0.2455691248178482,0.13077456236351281,0.11068766191601753,0.19180819094181065,0.26794024333357774,0.3993035554885864,0.9897587634623051,7.264912937898771e-08,2.944438934326172,0.05000000074505806,0.8000000715255737,0,0.05000000074505806,0.8000000715255737,0,0
271828,latent_query_time,learned_repeated_lag_trajectory,0.6,0.15,64,0.04618759643529962,0.6777204955006204,0.06815139388868806,0.044671240641037,0.041571395471692085,0.057592381909489634,0.06676923483610148,0.09140495210886002,0.06705651665106416,0.0617304053157568,0.09746288731694226,0.11381415426731102,0.13639232516288757,0.9976263297721744,6.289013754212647e-08,2.0954811573028564,0.1095368042588234,0.8636577129364014,0,0.1095368042588234,0.8636577129364014,0,0
