seed,model,snapshot_time,conditioning_time,pair_family,sample_count,reference_mean,reference_median,reference_p95,reference_max,learned_mean,learned_median,learned_p95,learned_max,pair_distance_min,pair_distance_median,pair_distance_max,reference_bound,reference_bound_pass,nonfinite_events
31415,latent,0.0,0.075,cyclic_cross_sample,500,-0.0060076408519816075,-0.015435808032460722,0.16815525270916876,0.3416973045911319,0.0010133396784076467,-0.007393137784674764,0.1890840157866478,0.5606316924095154,0.21186449583714737,0.9810122272617472,1.5811365373071247,1.0001,True,0
31415,latent,0.0,0.075,sinusoidal_0.001,500,-0.6612045558321907,-0.5000757375762319,0.21787941878453235,0.46858950426737017,-0.4619155173558975,-0.3282483369112015,0.41394234597682933,0.8716226816177368,0.0031622404190681957,0.0031622775921724185,0.0031623174034204455,1.0001,True,0
31415,latent,0.0,0.075,sinusoidal_0.01,500,-0.6612070187551676,-0.5000788343915059,0.21412892943726633,0.473638311068348,-0.4601807280750945,-0.3265190124511719,0.4105395063757895,0.9345202445983887,0.03162273743517248,0.031622775611067286,0.03162280608472783,1.0001,True,0
31415,latent,0.0,0.15,cyclic_cross_sample,500,-0.0060076408519816075,-0.015435808032460722,0.16815525270916876,0.3416973045911319,0.0010133396784076467,-0.007393137784674764,0.1890840157866478,0.5606316924095154,0.21186449583714737,0.9810122272617472,1.5811365373071247,1.0001,True,0
31415,latent,0.0,0.15,sinusoidal_0.001,500,-0.6612045558321907,-0.5000757375762319,0.21787941878453235,0.46858950426737017,-0.4619155173558975,-0.3282483369112015,0.41394234597682933,0.8716226816177368,0.0031622404190681957,0.0031622775921724185,0.0031623174034204455,1.0001,True,0
31415,latent,0.0,0.15,sinusoidal_0.01,500,-0.6612070187551676,-0.5000788343915059,0.21412892943726633,0.473638311068348,-0.4601807280750945,-0.3265190124511719,0.4105395063757895,0.9345202445983887,0.03162273743517248,0.031622775611067286,0.03162280608472783,1.0001,True,0
31415,latent,0.6,0.075,cyclic_cross_sample,500,-0.15933055892133047,-0.15975272699897503,0.009914740625369059,0.14314129727838615,-0.1902820997275412,-0.18868132680654526,-0.029161763004958676,0.153464213013649,0.17404557041606772,0.949459784589676,1.6293373818348817,1.0001,True,0
31415,latent,0.6,0.075,sinusoidal_0.001,500,-0.9016100229922351,-0.7378872046744276,-0.025557404163382997,0.26886882260541994,-0.7781158106192015,-0.6510002911090851,0.021733806189149347,0.4095357656478882,0.0031622408012574104,0.0031622781871679627,0.0031623207940539503,1.0001,True,0
31415,latent,0.6,0.075,sinusoidal_0.01,500,-0.9016121932770166,-0.7378821472931003,-0.02623163770256428,0.26214767688341895,-0.777626989684999,-0.6526368260383606,0.018275387957691926,0.38488665223121643,0.03162273481826685,0.03162277665968219,0.03162281680334984,1.0001,True,0
31415,latent,0.6,0.15,cyclic_cross_sample,500,-0.15933055892133047,-0.15975272699897503,0.009914740625369059,0.14314129727838615,-0.1902820997275412,-0.18868132680654526,-0.029161763004958676,0.153464213013649,0.17404557041606772,0.949459784589676,1.6293373818348817,1.0001,True,0
31415,latent,0.6,0.15,sinusoidal_0.001,500,-0.9016100229922351,-0.7378872046744276,-0.025557404163382997,0.26886882260541994,-0.7781158106192015,-0.6510002911090851,0.021733806189149347,0.4095357656478882,0.0031622408012574104,0.0031622781871679627,0.0031623207940539503,1.0001,True,0
31415,latent,0.6,0.15,sinusoidal_0.01,500,-0.9016121932770166,-0.7378821472931003,-0.02623163770256428,0.26214767688341895,-0.777626989684999,-0.6526368260383606,0.018275387957691926,0.38488665223121643,0.03162273481826685,0.03162277665968219,0.03162281680334984,1.0001,True,0
31415,latent,1.2,0.075,cyclic_cross_sample,500,-0.3448267280873197,-0.3355844292442619,-0.16160381313935468,0.07625288364034871,-0.3893427564054728,-0.38725513219833374,-0.22796317636966731,0.02759946882724762,0.12846224800532746,0.8118778410780068,1.5211242135874383,1.0001,True,0
31415,latent,1.2,0.075,sinusoidal_0.001,500,-1.1440645197216759,-0.9840132715129726,-0.28161492491310547,0.09149218133569169,-1.0243823337815703,-0.9148596823215485,-0.2958546712994576,0.15918660163879395,0.003162229480887592,0.0031622774354628964,0.0031623306918357953,1.0001,True,0
