seed,model,conditioning_time,horizon,composition_depth,substeps_per_call,finest_substeps_per_call,total_substeps,total_rhs_evaluations,rms_learned_flow_difference_vs_finest_l2,relative_error_mean,relative_error_p95,relative_error_max,rms_learned_prediction_discrepancy_vs_cache_reference_l2,observed_order_to_next,next_substeps_per_call,saturation_count,saturation_fraction,max_abs_latent,encoder_clamp_activation_count,encoder_clamp_activation_fraction,reencoding_abs_max,reencoding_rms,learned_flow_numerical_to_cache_discrepancy_ratio,learned_flow_numerical_confounding
31415,latent,0.075,1.2,16,8,120,128,512,3.8604556326826274e-07,1.7700105892082263e-07,2.6236038763727265e-07,2.894749115966988e-07,0.03683584486717657,-0.014592504837442311,16,0,0.0,2.944438934326172,0,0.0,7.152557373046875e-07,1.2755475524453787e-07,,
31415,latent,0.075,1.2,16,16,120,256,1024,3.8997013358469043e-07,1.7970918397836044e-07,2.494506986749911e-07,2.887276195906452e-07,0.03683585279938069,0.001873561878045734,30,0,0.0,2.944438934326172,0,0.0,7.152557373046875e-07,1.2710228409900637e-07,,
31415,latent,0.075,1.2,16,30,120,480,1920,3.895111215942926e-07,1.7852891920355773e-07,2.534560408662401e-07,2.65447710035005e-07,0.03683582363707534,-0.04580977404697089,60,0,0.0,2.944438934326172,0,0.0,7.152557373046875e-07,1.27824277452698e-07,1.0574247651741083e-05,False
31415,latent,0.075,1.2,16,60,120,960,3840,4.0207769220659764e-07,1.839044865281636e-07,2.7302202596501953e-07,3.2937151672740583e-07,0.036835832239836226,,,0,0.0,2.944438934326172,0,0.0,7.152557373046875e-07,1.2828713998236506e-07,,
31415,latent,0.15,1.2,8,8,120,64,256,2.599165944367295e-07,1.2034310437059048e-07,1.694786298855888e-07,1.950952963625241e-07,0.03683584999137213,-0.0205766136192474,16,0,0.0,2.944438934326172,0,0.0,9.5367431640625e-07,1.2838516628527256e-07,,
31415,latent,0.15,1.2,8,16,120,128,512,2.636502490603642e-07,1.2220883505165148e-07,1.672060655266705e-07,1.8585383543268108e-07,0.03683585244133698,-0.027387663702945098,30,0,0.0,2.944438934326172,0,0.0,7.152557373046875e-07,1.2901070349042996e-07,,
31415,latent,0.15,1.2,8,30,120,240,960,2.6822858154680127e-07,1.2411170557946605e-07,1.7915371159915593e-07,2.0369998310343362e-07,0.03683585781521065,-0.07070675253714245,60,0,0.0,2.944438934326172,0,0.0,7.152557373046875e-07,1.2838323894923997e-07,7.281724858760898e-06,False
31415,latent,0.15,1.2,8,60,120,480,1920,2.81701984439614e-07,1.2983776809250003e-07,1.870742750043064e-07,1.9220530589336704e-07,0.036835831060393634,,,0,0.0,2.944438934326172,0,0.0,7.152557373046875e-07,1.292582284686149e-07,,
