update,loss,validation_mse,training_seconds
1,0.0040097301825881,0.1436761461653522,1.528560652048327
100,3.173963705194183e-05,0.0020191449581463163,3.4006125014275312
200,3.1202438549371436e-05,0.0021847710779752715,4.820655036601238
300,3.112272315775044e-05,0.002184736849677273,6.243769428692758
400,3.10361610900145e-05,0.002184146819697711,8.037412035278976
500,3.0943101592129096e-05,0.002183073674007342,9.456681274576113
600,3.084610216319561e-05,0.002183884473283324,11.179007578757592
700,3.073466359637678e-05,0.002177699250939246,13.133958776830696
800,3.061624011024833e-05,0.0021734363128207076,14.560126220341772
900,3.048590588150546e-05,0.0021667917533282617,16.062106924247928
1000,3.034232577192597e-05,0.002160610552846192,18.122150162118487
1100,3.018214920302853e-05,0.0021516777967709624,19.538752103340812
1200,3.0002605853951536e-05,0.0021408809017141217,21.094209558679722
1300,2.9800250558764674e-05,0.0021272884341038746,22.515264586894773
1400,2.9572518542408943e-05,0.00211290254596412,24.416428258642554
1500,2.9307031581993215e-05,0.002091853474187943,26.05071188195143
1600,2.900391882576514e-05,0.002068638809980653,27.93560660397634
1700,2.8651611501118168e-05,0.002040780039813808,29.359354590182193
1800,2.823782961058896e-05,0.0020078312670672683,30.780913750175387
1900,2.7745909392251633e-05,0.0019678527908236613,32.20182790188119
2000,2.7150075766257942e-05,0.0019192457468170541,33.62241668498609
2100,2.64087830146309e-05,0.0018588678560002262,35.51099231862463
2200,2.5443559934501536e-05,0.0017814408957955849,37.17869774217252
2300,2.407937245152425e-05,0.0016737317398786548,38.59702054341324
2400,2.1844960429007187e-05,0.0015026698002506796,40.27117107016966
2500,1.7378384654875845e-05,0.0011770764777312953,41.69343471736647
2600,8.714829164091498e-06,0.0005873546528202667,43.11356598592829
2700,1.386405074299546e-06,0.00010738775940842936,44.62402334564831
2800,2.2347508377151826e-07,2.154052712934776e-05,46.34080039197579
2900,1.5725306923286553e-07,1.273144083147231e-05,48.05839138128795
3000,1.5420070553773257e-07,1.1988200304733032e-05,50.03146980830934
3100,1.5047640999910072e-07,1.1765428042269957e-05,51.45086784102023
3200,1.476085031981711e-07,1.1534155892817559e-05,52.56140412320383
3300,1.4385554436557868e-07,1.1253938454118895e-05,53.86870456917677
3400,1.4253092217586527e-07,1.0944974333095525e-05,55.29119405813981
3500,1.3702377543722832e-07,1.0724039924195608e-05,56.71132555778604
3600,1.3357167460981145e-07,1.0635820519025929e-05,58.3866543835029
3700,1.300305996210227e-07,1.017593387557791e-05,59.80327500717249
3800,1.3505101037480927e-07,1.0607376675639187e-05,61.220345973735675
3900,1.2291428674870986e-07,9.619320687970508e-06,62.9314228995936
4000,1.218264173985517e-07,9.27278158859085e-06,64.64508715295233
4100,1.1571637514862232e-07,9.04523151365432e-06,66.06607231439557
4200,1.1853606451950327e-07,8.699391190201588e-06,67.48480049858335
4300,1.0849314691085965e-07,8.46982827675227e-06,68.90334339928813
4400,1.0486544965715439e-07,8.188690762999968e-06,70.32048738969024
4500,1.0131827821169281e-07,7.908947513967966e-06,72.0357759827748
4600,9.768649533725693e-08,7.610318373506018e-06,73.75326641881838
4700,9.473821194205811e-08,7.2914163921351445e-06,75.4693331096787
4800,9.060257610826739e-08,7.0419904338986215e-06,77.18571977270767
4900,8.987444033436987e-08,6.822805096515953e-06,78.90236484713387
5000,8.36654692193406e-08,6.483561546003526e-06,80.61770160985179
5100,8.037224574763968e-08,6.174874866255415e-06,82.42736547987442
5200,7.690811543170639e-08,5.935852933954287e-06,83.85076485446189
5300,7.358547549074501e-08,5.673951780625638e-06,85.85900300601497
5400,7.051382056033617e-08,5.47233391019445e-06,87.68160382646602
5500,6.719039902236545e-08,5.1591014115824804e-06,89.0958513612859
5600,1.9401369399929536e-07,8.84635086166137e-06,90.50929777428973
5700,6.108099626089825e-08,4.664251245363682e-06,92.51292298058979
5800,5.8095594113183324e-08,4.425981361281143e-06,93.92954825656489
5900,5.631741117895217e-08,4.175337204874502e-06,95.64046015043277
6000,5.244120870884217e-08,3.971035524184313e-06,97.68684219452552
6100,6.625270998483757e-08,5.79710451302963e-06,99.40159117954317
6200,4.712528678396666e-08,3.541175918520481e-06,101.11839681188576
6300,4.4555342526564345e-08,3.3380981984728624e-06,102.83275400893763
6400,4.217579885334999e-08,3.134752351113479e-06,104.54684550641105
6500,3.977223173023958e-08,2.952171302663003e-06,106.2746371635003
6600,3.781977397920855e-08,3.2200326991143844e-06,107.99058582482394
6700,3.5380658403028065e-08,2.6002883153116763e-06,109.7045854688622
6800,3.326236708289798e-08,2.4311327017443927e-06,111.56670007749926
6900,3.1375613218642684e-08,2.3048726414343334e-06,113.2158171965275
7000,2.9412063895506435e-08,2.1241903149571334e-06,114.93649202876259
7100,7.846784910725546e-08,6.083644764412894e-06,116.65616516338196
7200,2.5935641190244496e-08,1.8484147977084225e-06,118.48211959504988
7300,2.4283597355179154e-08,1.7172855362811553e-06,119.875889817602
7400,2.3317571873349152e-08,1.602943440581702e-06,120.98929964809213
7500,2.1404805039537678e-08,1.489214048186341e-06,122.10306762240361
7600,2.0023295022042475e-08,1.3806412745791253e-06,123.21757752704434
7700,1.8899317666409843e-08,1.2938778849714363e-06,124.91691974154674
7800,1.7728199352973206e-08,1.2001315795784852e-06,126.33435232623015
7900,1.661234527716715e-08,1.1141591842093224e-06,127.752128944383
8000,1.5686556054106404e-08,1.0397563140136367e-06,129.51688464940526
8100,1.4711662998934116e-08,9.64926792267475e-07,130.93515104753897
8200,1.4907083567550217e-08,9.34827552844569e-07,132.64937896828633
8300,1.3080526883868515e-08,8.387581113847121e-07,134.49137319263536
8400,4.036448331135034e-08,1.0784041750498082e-06,135.91560508077964
