boundary_family,seed,enforcement_mode,temporal_mode,parameter_count,selected_epoch,best_validation_mse,uniform_primary_defect_geometric_mean,primary_nonuniform_defect_geometric_mean,long_rollout_mse_geometric_mean,maximum_hard_boundary_evidence,boundary_stress_final_state_max,hard_boundary_pass,data_cache_sha256,checkpoint_sha256,run_dir
inhomogeneous_dirichlet,271828,hard,query_time,1249,150,2.4413880055362824e-06,0.01362238969446662,0.006336108202230821,6.588043987399659e-05,0.0,0.0,True,625b7cf9c7b983b023fb5419193483d5c599d329b20d53fb04598331d6265e07,ea17599276f951adc5075347867d79be6c8eabfa71e4c435c9a3810c5d2edc76,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed271828-inhomogeneous_dirichlet-hard-query_time
inhomogeneous_dirichlet,271828,penalty,autonomous,1249,150,0.0023782672360539436,9.999999999999965e-17,1.4984381668045886e-07,0.011507106917442882,0.37450021505355835,0.25744760036468506,True,625b7cf9c7b983b023fb5419193483d5c599d329b20d53fb04598331d6265e07,7157f5dd3004761c2d4c632e69cad729ed58afa0080224d4ce75317b8780bb4e,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed271828-inhomogeneous_dirichlet-penalty-autonomous
inhomogeneous_dirichlet,271828,penalty,query_time,1249,140,0.002337718615308404,0.01998382923517107,0.021660327539399917,0.012590966893014604,0.4348008632659912,0.24200516939163208,True,625b7cf9c7b983b023fb5419193483d5c599d329b20d53fb04598331d6265e07,8efd17a4af2aea4a1b0bf3566d38ea2b98a14135d4ea70eaa1f6080bde0225be,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed271828-inhomogeneous_dirichlet-penalty-query_time
inhomogeneous_dirichlet,271828,unconstrained,autonomous,1249,145,0.0012820151168853045,9.999999999999965e-17,7.386528995705921e-07,0.005133869890725413,8.608694076538086,0.29236406087875366,True,625b7cf9c7b983b023fb5419193483d5c599d329b20d53fb04598331d6265e07,3b523a326a19ed5b682c466aa11cbebc6611f3cde3d206003babc849bcbdd175,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed271828-inhomogeneous_dirichlet-unconstrained-autonomous
inhomogeneous_dirichlet,271828,unconstrained,query_time,1249,150,0.0013124799588695168,0.01758303488615095,0.01670326103256449,0.0060596770794491585,8.095441818237305,0.2766055166721344,True,625b7cf9c7b983b023fb5419193483d5c599d329b20d53fb04598331d6265e07,51d402b0650fdabf95ad831d56aeb4fbe30f7a4cfd523207755c19a823b6f7e3,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed271828-inhomogeneous_dirichlet-unconstrained-query_time
robin,31415,hard,autonomous,1249,145,1.8002626802626764e-06,9.999999999999965e-17,2.850980805525994e-07,1.5218575027690041e-05,4.76837158203125e-07,0.0,True,46330dd60e4b40a0e74488458bf83272ed64df69a9ecae122d5b7bdb398e47f1,a2c36294ff86ee950b66670fcb4cf3d5149b22db326de176d03bfb56614ba551,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed31415-robin-hard-autonomous
robin,31415,hard,query_time,1249,145,4.785590135725215e-06,0.01253092667888435,0.006604420901228175,0.00011480489378742484,3.688037395477295e-07,0.0,True,46330dd60e4b40a0e74488458bf83272ed64df69a9ecae122d5b7bdb398e47f1,8affecd9a94fc3a0d9b7af5dc0549f9ce07eb7c9f45db1969d216ce32fbae256,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed31415-robin-hard-query_time
robin,31415,penalty,autonomous,1249,150,0.0017199644353240728,9.999999999999965e-17,1.3169421506458976e-07,0.008827628433411547,1.0500001907348633,0.18767932057380676,True,46330dd60e4b40a0e74488458bf83272ed64df69a9ecae122d5b7bdb398e47f1,65e4dd6234e36cb064d3d15bca583f67e50e813939d681ec5beab28198837a68,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed31415-robin-penalty-autonomous
robin,31415,penalty,query_time,1249,150,0.0017317363526672125,0.019598275496318478,0.028059733219170116,0.010189753472886424,1.0736243724822998,0.1864374876022339,True,46330dd60e4b40a0e74488458bf83272ed64df69a9ecae122d5b7bdb398e47f1,a97b2828abc6c8ef1d250b87e73d019b227aedfc3234694e9cf113b2b7770104,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed31415-robin-penalty-query_time
robin,31415,unconstrained,autonomous,1249,135,0.00032444469979964197,9.999999999999965e-17,2.276661712608717e-07,0.0011105319540333524,24.01957130432129,0.10876573622226715,True,46330dd60e4b40a0e74488458bf83272ed64df69a9ecae122d5b7bdb398e47f1,c609aa651d4406312e2f4f84f9bc792c30ad1f7eb38371d2f5dc5c243aaf2a22,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed31415-robin-unconstrained-autonomous
