epoch,train_mse,validation_mse,seconds
1,0.0034611900337040424,0.003762698150239885,0.02198689803481102
2,0.0031678867526352406,0.0035517923533916473,0.043506234884262085
3,0.00296481279656291,0.003349165179921935,0.06465404108166695
4,0.002782749477773905,0.0031034090012932816,0.08582334592938423
5,0.002577981911599636,0.0028439526116320244,0.10704237595200539
6,0.0023679197765886784,0.0026040500379167497,0.12834887579083443
7,0.0021746144630014896,0.0023914948493863144,0.14982809871435165
8,0.0020009861327707767,0.002189473326628407,0.1712549440562725
9,0.0018318374641239643,0.001983540724419678,0.1925804577767849
10,0.0016560738440603018,0.0017774217994883657,0.2138730101287365
11,0.0014782536309212446,0.0015830748404065769,0.23546501994132996
12,0.0013096121838316321,0.001405956160548764,0.2572992369532585
13,0.001156127778813243,0.0012370777064158271,0.27889665961265564
14,0.0010119474027305841,0.0010648278694134206,0.30061933025717735
15,0.0008680947357788682,0.0008920776162995026,0.32210442423820496
16,0.000726036902051419,0.0007324332012406861,0.34351104125380516
17,0.0005954074440523982,0.0005946820941365635,0.36470553651452065
18,0.00048223527846857905,0.0004734221438411623,0.3859068490564823
19,0.00038193241925910115,0.0003600775938442287,0.4074120558798313
20,0.0002882064145524055,0.0002586290647741407,0.429001085460186
21,0.00020506710279732943,0.00017949061657418497,0.450366273522377
22,0.0001413617137586698,0.00012273395198765988,0.4717557355761528
23,9.712645260151476e-05,7.883813880956343e-05,0.4934251047670841
24,6.417816621251404e-05,4.8076370452084426e-05,0.5146625377237797
25,4.194971188553609e-05,3.8820213982641384e-05,0.535594142973423
26,3.6786586861126125e-05,4.746084247623609e-05,0.5565183013677597
27,4.639900726033375e-05,6.000660293163188e-05,0.577201671898365
28,6.054006371414289e-05,7.443924429632413e-05,0.598061241209507
29,7.753848331049085e-05,9.568862878950313e-05,0.6192565113306046
30,0.0001000522606773302,0.00011762599630552965,0.6402722895145416
31,0.00012151901319157332,0.00013249723512368897,0.6616263650357723
32,0.0001349136873614043,0.00014324827498057857,0.6830912679433823
33,0.00014307090896181762,0.00014982853523785403,0.7043852843344212
34,0.0001473328738939017,0.0001455028365550485,0.725273609161377
35,0.0001434472796972841,0.00013211508970319605,0.7459686733782291
36,0.0001327407662756741,0.00011722363918427921,0.766843669116497
37,0.00012026536569464952,0.00010182739000204795,0.787900622934103
38,0.00010606395517243072,8.506209906045115e-05,0.808934148401022
39,8.953963697422296e-05,7.038334782312934e-05,0.8301771953701973
40,7.419520989060402e-05,5.9178428879628577e-05,0.8514405861496925
41,6.198754272190854e-05,4.91746948985868e-05,0.8726020082831383
42,5.154473183210939e-05,4.0805658954923274e-05,0.8938780203461647
43,4.3068299419246614e-05,3.655692383593608e-05,0.9156188853085041
44,3.812535942415707e-05,3.5975401866987035e-05,0.9372777827084064
45,3.607554026530124e-05,3.710247801791411e-05,0.9583688639104366
46,3.535495852702297e-05,3.9832576779493443e-05,0.9794851690530777
47,3.6041725252289325e-05,4.421384225376338e-05,1.0007848143577576
48,3.83462174795568e-05,4.870264668473586e-05,1.0217926427721977
49,4.11177497880999e-05,5.2244770965141164e-05,1.0428394638001919
50,4.3464744521770626e-05,5.5341247085986346e-05,1.0639203786849976
51,4.56560701422859e-05,5.8124885223757396e-05,1.085038173943758
52,4.7682457079645246e-05,5.978108735386437e-05,1.105767861008644
53,4.884359805146232e-05,6.014456706301038e-05,1.1268060244619846
54,4.900807107333094e-05,5.979540795427359e-05,1.1475690379738808
55,4.8672070988686755e-05,5.871691701031523e-05,1.168461337685585
56,4.7875320888124406e-05,5.655024870065972e-05,1.1893036663532257
57,4.637063102563843e-05,5.36914726581017e-05,1.2100897803902626
58,4.446084494702518e-05,5.0783713049895596e-05,1.2308161705732346
59,4.259636261849664e-05,4.786548879565089e-05,1.2514662966132164
60,4.073396485182457e-05,4.4957098907616455e-05,1.2723170332610607
61,3.8846359529998153e-05,4.2473981617755875e-05,1.2934337854385376
62,3.728078445419669e-05,4.04905191923414e-05,1.3144164979457855
63,3.616616959334351e-05,3.8690959627274424e-05,1.3352698385715485
64,3.5313139960635453e-05,3.715254259380648e-05,1.356288492679596
65,3.476701385807246e-05,3.6162286354131844e-05,1.377268310636282
66,3.4656939533306286e-05,3.5630130469144206e-05,1.3983937203884125
67,3.479624501778744e-05,3.541927556701315e-05,1.419493030756712
68,3.5027092962991446e-05,3.554701576528411e-05,1.440425056964159
69,3.541064143064432e-05,3.577273514565604e-05,1.4611042886972427
70,3.5851939173880965e-05,3.580408527644371e-05,1.4820901863276958
71,3.617007314460352e-05,3.573933440748078e-05,1.5029707252979279
72,3.639640999608673e-05,3.57306597228065e-05,1.523656241595745
73,3.654955071397126e-05,3.5732008276075554e-05,1.5444562174379826
74,3.6527511838357896e-05,3.575237822891116e-05,1.5651962235569954
75,3.6364770494401455e-05,3.578333022839312e-05,1.5859437584877014
76,3.615095920395106e-05,3.568257155469231e-05,1.6068018861114979
77,3.5858829505741596e-05,3.546791731423582e-05,1.6277866996824741
78,3.551269037416205e-05,3.5324802032240164e-05,1.6490404903888702
79,3.520500467857346e-05,3.5319228421334024e-05,1.6703005693852901
80,3.4933378628920764e-05,3.543985114144258e-05,1.6912662014365196
81,3.469045623205602e-05,3.5680551945915795e-05,1.71217480301857
82,3.4529366530478e-05,3.594720139214284e-05,1.7329989559948444
83,3.444269168539904e-05,3.6162720486269485e-05,1.7538344413042068
84,3.4394288377370685e-05,3.638131458198283e-05,1.774676039814949
85,3.4399941796436906e-05,3.664616671509672e-05,1.7955211326479912
86,3.444861795287579e-05,3.692974185772376e-05,1.816343866288662
