evaluation_kind,partition_id,partition_json,horizon,segment_count,steps_per_segment,sample_count,equal_work_composition_defect,production_work_composition_defect,rollout_mse,rollout_interior_mse,rollout_relative_l2,direct_equal_work_mse,composed_boundary_state_max,composed_boundary_state_rms,composed_boundary_equation_max,max_stage_boundary_state,max_stage_boundary_equation,rhs_boundary_tangent_max,composed_rhs_evaluations,direct_equal_rhs_evaluations,direct_production_rhs_evaluations,equal_rhs_work
uniform_primary,0.02+0.02+0.02+0.02,"[0.02,0.02,0.02,0.02]",0.08,4,8,128,0.00973869301378727,0.00973866879940033,0.0003319172828923911,9.41398466238752e-05,0.054297879338264465,0.00031669551390223205,0.11326602101325989,0.04075347259640694,0.47571730613708496,0.11440500617027283,0.4805009961128235,6.668562889099121,128,128,32,True
uniform_primary,0.02+0.02+0.02+0.02+0.02+0.02+0.02+0.02,"[0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02]",0.16,8,8,128,0.015063940547406673,0.015063649974763393,0.0006148890824988484,0.00026553639327175915,0.07360692322254181,0.0005869499291293323,0.10774935781955719,0.04142022132873535,0.45254722237586975,0.11511249840259552,0.48347246646881104,6.463342666625977,256,256,32,True
uniform_primary,0.04+0.04,"[0.04,0.04]",0.08,2,8,128,0.006245761178433895,0.00624573789536953,0.0003239048528485,8.74273682711646e-05,0.053793326020240784,0.0003166952228639275,0.11366447806358337,0.04087695851922035,0.47739073634147644,0.11440500617027283,0.4805009961128235,6.668562889099121,64,64,32,True
uniform_primary,0.04+0.04+0.04+0.04,"[0.04,0.04,0.04,0.04]",0.16,4,8,128,0.011390576139092445,0.01139034703373909,0.0005916948430240154,0.0002458670933265239,0.07265175879001617,0.0005869499291293323,0.10826106369495392,0.04155531898140907,0.454696387052536,0.11511249840259552,0.48347246646881104,6.482494354248047,128,128,32,True
uniform_primary,0.08+0.08,"[0.08,0.08]",0.16,2,8,128,0.01578626222908497,0.015786219388246536,0.0005730939446948469,0.0002358083875151351,0.07263544201850891,0.000586950103752315,0.10920993983745575,0.04181528091430664,0.4586816132068634,0.11511249840259552,0.48347246646881104,6.668562889099121,64,64,32,True
long_rollout,0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03,"[0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03]",0.24,8,8,128,0.17507165670394897,0.17507009208202362,0.0008722878410480917,0.0004486521065700799,0.08618032932281494,0.0038587208837270737,0.10828690230846405,0.041575413197278976,0.4548049867153168,0.13479843735694885,0.5661534667015076,6.409809589385986,256,256,32,True
long_rollout,0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03+0.03,"[0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03]",0.4800000000000002,16,8,128,2.049548864364624,2.049532413482666,0.0018483888125047088,0.0012526704231277108,0.11347080767154694,0.4664624035358429,0.10749435424804688,0.042729057371616364,0.45147618651390076,0.168050616979599,0.7058125734329224,6.409809589385986,512,512,32,True
long_rollout,0.06+0.06+0.06+0.06,"[0.06,0.06,0.06,0.06]",0.24,4,8,128,0.18413403630256653,0.18413248658180237,0.0008255616994574666,0.00041128386510536075,0.08531595766544342,0.0038587204180657864,0.10930271446704865,0.041919905692338943,0.4590713083744049,0.13479843735694885,0.5661534667015076,6.5978498458862305,128,128,32,True
long_rollout,0.06+0.06+0.06+0.06+0.06+0.06+0.06+0.06,"[0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06]",0.48,8,8,128,2.029144048690796,2.029128074645996,0.0016684087458997965,0.0010887800017371774,0.11172185838222504,0.4664623737335205,0.10912646353244781,0.04351428896188736,0.4583311378955841,0.168050616979599,0.7058125734329224,6.5978498458862305,256,256,32,True
nonuniform_refinement,0.02+0.14,"[0.02,0.14]",0.16,2,4,128,0.010306624695658684,0.011475730687379837,0.000572043121792376,0.00023453476023860276,0.07249666750431061,0.0005869524902664125,0.10917659103870392,0.041583672165870667,0.458541601896286,0.28080281615257263,1.17937171459198,9.05527400970459,32,32,16,True
