update,loss,validation_mse,training_seconds
1,0.0050210291519761086,0.15617411301082187,1.5332712829113007
100,3.7353493098635226e-05,0.002524269506921267,3.3750063329935074
200,3.6646673834184185e-05,0.002700694244478896,5.150141891092062
300,3.592827124521136e-05,0.0027180297542684305,7.0107209123671055
400,3.5276312701171264e-05,0.00273879710137651,9.016476292163134
500,3.487649519229308e-05,0.0027507439836379505,10.570840898901224
600,3.456352715147659e-05,0.0027564856287642845,12.123497936874628
700,3.4282831620657817e-05,0.002761489856605113,14.062067944556475
800,3.4020984458038583e-05,0.0027657344414980492,15.60451166704297
900,3.3760956284822896e-05,0.0027675149486028183,17.150147303938866
1000,3.348545578774065e-05,0.002765271924365792,18.722113214433193
1100,3.317840310046449e-05,0.002757660231626164,20.705499310046434
1200,3.282361649326049e-05,0.002743339107663357,22.5076801776886
1300,3.2401174394181e-05,0.002720445531727526,24.481312111020088
1400,3.187908441759646e-05,0.002685729028340431,26.023777946829796
1500,3.1200852390611544e-05,0.002633299491840078,27.810587089508772
1600,3.0262281143222935e-05,0.002553225576721621,29.67334321886301
1700,2.8869071684312075e-05,0.00242962630251561,31.53320188075304
1800,2.6666702979127876e-05,0.0022371679055671486,33.607479467988014
1900,2.3077885998645797e-05,0.001935240916063638,35.1521798633039
2000,1.7520933397463523e-05,0.0014829352714435472,37.01248908787966
