cell,track,seed,n,noise,model,split,nu,horizon,lag,mse,relative_l2,max_state,fraction_abs_gt_1_5,energy_monotone_fraction,energy_max_increase,energy_mean_positive_increase,energy_is_lyapunov_candidate
0,irregular,42,16,0.0,autonomous,stress,0.005,0.6,0.06,0.0033871629275381565,0.07667325437068939,1.1578400135040283,0.0,1.0,-0.02523481845855713,0.0,True
0,irregular,42,16,0.0,autonomous,stress,0.005,0.6,0.12,0.003386653494089842,0.07666748762130737,1.1578391790390015,0.0,1.0,-0.056099891662597656,0.0,True
0,irregular,42,16,0.0,autonomous,stress,0.005,0.6,0.24,0.0033859992399811745,0.07666008174419403,1.1578316688537598,0.0,1.0,-0.056099772453308105,0.0,True
0,irregular,42,16,0.0,autonomous,stress,0.005,1.2,0.06,0.009468459524214268,0.10981280356645584,1.158759355545044,0.0,1.0,-0.000308990478515625,0.0,True
0,irregular,42,16,0.0,autonomous,stress,0.005,1.2,0.12,0.009465567767620087,0.10979603230953217,1.1587592363357544,0.0,1.0,-0.0014607906341552734,0.0,True
0,irregular,42,16,0.0,autonomous,stress,0.005,1.2,0.24,0.009451191872358322,0.1097126230597496,1.1587531566619873,0.0,1.0,-0.007195115089416504,0.0,True
0,irregular,42,16,0.0,autonomous,stress,0.005,2.4,0.06,0.015981260687112808,0.13026063144207,1.1591471433639526,0.0,0.7554687261581421,0.003529071807861328,0.00037625469849444926,True
0,irregular,42,16,0.0,autonomous,stress,0.005,2.4,0.12,0.015978563576936722,0.13024964928627014,1.1591492891311646,0.0,0.7593749761581421,0.007002115249633789,0.0007484786328859627,True
0,irregular,42,16,0.0,autonomous,stress,0.005,2.4,0.24,0.015964385122060776,0.1301918476819992,1.1591482162475586,0.0,0.7593749761581421,0.013499259948730469,0.0014666083734482527,True
0,irregular,42,16,0.0,autonomous,stress,0.02,0.6,0.06,0.0032392586581408978,0.07575668394565582,1.1550415754318237,0.0,1.0,-0.019304394721984863,0.0,True
0,irregular,42,16,0.0,autonomous,stress,0.02,0.6,0.12,0.003238558303564787,0.0757484957575798,1.1550369262695312,0.0,1.0,-0.04435563087463379,0.0,True
0,irregular,42,16,0.0,autonomous,stress,0.02,0.6,0.24,0.0032375871669501066,0.0757371336221695,1.1550168991088867,0.0,1.0,-0.04436028003692627,0.0,True
0,irregular,42,16,0.0,autonomous,stress,0.02,1.2,0.06,0.008955691009759903,0.10889622569084167,1.1577562093734741,0.0,0.9859374761581421,0.003800630569458008,2.1434203517856076e-05,True
0,irregular,42,16,0.0,autonomous,stress,0.02,1.2,0.12,0.008951976895332336,0.108873650431633,1.157754898071289,0.0,0.987500011920929,0.007138848304748535,3.9737300539854914e-05,True
0,irregular,42,16,0.0,autonomous,stress,0.02,1.2,0.24,0.008935842663049698,0.10877548903226852,1.157738447189331,0.0,0.9937499761581421,0.011391401290893555,7.11962566128932e-05,True
