epoch,train_mse,gradient_norm,validation_one_step,validation_rollout,train_seconds,elapsed_seconds
1,0.01576291210949421,0.007625446654856205,0.0028197073843330145,0.06545405089855194,0.017128225415945053,0.050521060824394226
10,0.0056952815502882,0.007424545474350452,0.0008191446346851686,0.020001458004117012,0.16700714081525803,0.2340836077928543
20,0.00044976756907999516,0.0025349706411361694,9.465592726580023e-05,0.004506960045546293,0.33329568058252335,0.43409068137407303
30,0.0005099002737551928,0.002943981671705842,5.0053778977598995e-05,0.0024319160729646683,0.5018008165061474,0.6373044811189175
40,0.0004795310669578612,0.0020727647934108973,8.419531635202777e-05,0.001829958287999034,0.6755047142505646,0.8449658676981926
50,0.00025928043760359287,0.0003009406791534275,3.929474375278611e-05,0.0013267816975712776,0.8484629429876804,1.0524253994226456
60,0.00027113998658023775,0.000877592945471406,3.826970987574896e-05,0.0015805733855813742,1.0193758569657803,1.2582999281585217
70,0.00026174107915721834,0.0004253714287187904,4.271848153318084e-05,0.0012465370818972588,1.1894959509372711,1.4624459743499756
80,0.0002490403421688825,7.056552567519248e-05,3.850585062536993e-05,0.0013140772935003042,1.3601332157850266,1.667854968458414
90,0.00024691253202036023,0.00016171354218386114,3.819509493041551e-05,0.0013323237653821707,1.5299235060811043,1.8716294839978218
100,0.0002482453128322959,0.0001241266872966662,3.940863492365073e-05,0.001280534197576344,1.7020852789282799,2.0777676329016685
110,0.0002447520673740655,5.908103412366472e-05,3.841392663161969e-05,0.0013138714712113142,1.87306484952569,2.282660383731127
120,0.00024375697830691934,4.217876266920939e-05,3.8711430230857026e-05,0.0012978690210729837,2.0477313697338104,2.4907093718647957
130,0.00024247434339486063,4.614600766217336e-05,3.87017717002891e-05,0.0012990996474400163,2.216952208429575,2.693929009139538
140,0.00024077354464679956,4.3637970520649105e-05,3.86044560703643e-05,0.001303359167650342,2.389676943421364,2.900082889944315
150,0.0002395255578448996,4.422352503752336e-05,3.869272222800646e-05,0.0012988655362278223,2.5590108297765255,3.1026488542556763
160,0.00023789601982571185,4.289499338483438e-05,3.86314154638967e-05,0.0013022725470364094,2.729387577623129,3.3062622621655464
170,0.00023645127657800913,4.3161504436284304e-05,3.866673447798045e-05,0.0013008175883442163,2.897892352193594,3.510807625949383
180,0.00023490350577048957,4.3045656639151275e-05,3.8657198577614814e-05,0.0013020886108279228,3.068084217607975,3.7172295562922955
190,0.00023337360471487045,4.3156800529686734e-05,3.866910371167857e-05,0.0013023102656006813,3.2369211204349995,3.9194275215268135
200,0.00023183785378932953,4.313726458349265e-05,3.867678030170888e-05,0.0013029883848503232,3.4067890346050262,4.1231651939451694
210,0.00023029223666526377,4.311613884055987e-05,3.868626527037122e-05,0.001303693512454629,3.5796189084649086,4.3295122273266315
220,0.00022875520517118275,4.3082858610432595e-05,3.8697202853654744e-05,0.0013043452054262161,3.752409901469946,4.535594556480646
230,0.00022721618006471545,4.2985750042134896e-05,3.870617759578939e-05,0.0013050800189375877,3.9222281612455845,4.738746788352728
240,0.00022568582789972425,4.289656862965785e-05,3.871484250339563e-05,0.0013056900352239609,4.095015946775675,4.9454632215201855
250,0.00022415783314500004,4.277761763660237e-05,3.871958385085842e-05,0.0013062419602647424,4.263987168669701,5.147824451327324
260,0.00022263629944063723,4.266038740752265e-05,3.872027385417217e-05,0.0013065881794318557,4.4351125955581665,5.352887853980064
270,0.0002211165556218475,4.2536616092547774e-05,3.8714241024232855e-05,0.0013067080872133374,4.605995047837496,5.557047814130783
280,0.00021959704463370144,4.242575596435927e-05,3.870009610788353e-05,0.0013064915547147393,4.779627684503794,5.764089107513428
290,0.00021807249868288636,4.233526124153286e-05,3.867526174872182e-05,0.0013058723416179419,4.949299234896898,5.967297866940498
300,0.0002165383193641901,4.22760313085746e-05,3.863768718777768e-05,0.0013047454413026571,5.118243236094713,6.173008996993303
310,0.00021498740534298122,4.225740485708229e-05,3.8584559054773614e-05,0.0013030135305598378,5.2876562885940075,6.3758749179542065
320,0.00021341125830076635,4.229074329487048e-05,3.851358239141215e-05,0.0013005782384425402,5.4614354111254215,6.584150295704603
330,0.00021180171461310238,4.2386069253552705e-05,3.8421908963452246e-05,0.0012973372358828783,5.632700987160206,6.78889312595129
340,0.00021014895173721015,4.25508405896835e-05,3.83070499386425e-05,0.00129318970721215,5.80630960687995,6.998632851988077
350,0.00020844262326136231,4.279489075997844e-05,3.816636096113749e-05,0.0012880365829914808,5.977321330457926,7.203526347875595
360,0.00020667121862061322,4.3123451177962124e-05,3.799737472339378e-05,0.0012817896204069257,6.146023612469435,7.407949272543192
370,0.00020482417312450707,4.354180418886244e-05,3.7798044104420114e-05,0.0012743690749630332,6.316593039780855,7.612278699874878
380,0.00020288937957957387,4.4053256715415046e-05,3.756610021810047e-05,0.0012657028855755925,6.488738194108009,7.823144800961018
390,0.0002008554438361898,4.466096652322449e-05,3.729991036986272e-05,0.00125573028344661,6.6572557128965855,8.025237061083317
400,0.00019871072436217219,4.5365079131443053e-05,3.69978477768503e-05,0.0012444048188626766,6.8292828388512135,8.233088985085487
