evaluation_kind,tau,horizon,composition_depth,sample_count,equal_work_composition_defect,production_work_composition_defect,rollout_mse,rollout_interior_mse,rollout_relative_l2,direct_equal_work_mse,composed_boundary_max,composed_boundary_rms,max_stage_boundary,rhs_boundary_max,composed_rhs_evaluations,direct_equal_rhs_evaluations,direct_production_rhs_evaluations,equal_rhs_work
primary_semigroup,0.02,0.08,4,128,0.021975919604301453,0.021975915879011154,2.8948334147571586e-05,3.081596514675766e-05,0.01890074461698532,3.329017090436537e-06,0.0,0.0,0.0,0.0,128,128,32,True
primary_semigroup,0.02,0.16,8,128,0.033378008753061295,0.03337801247835159,0.00011204440670553595,0.00011927307059522718,0.03732474893331528,8.757058822084218e-06,0.0,0.0,0.0,0.0,256,256,32,True
primary_semigroup,0.04,0.08,2,128,0.010242296382784843,0.010242287069559097,7.933993401820771e-06,8.445863386441488e-06,0.008423786610364914,3.329022774778423e-06,0.0,0.0,0.0,0.0,64,64,32,True
primary_semigroup,0.04,0.16,4,128,0.015331140719354153,0.015331185422837734,2.77739527518861e-05,2.956581738544628e-05,0.015612739138305187,8.757051546126604e-06,0.0,0.0,0.0,0.0,128,128,32,True
primary_semigroup,0.08,0.16,2,128,0.018173441290855408,0.018173493444919586,1.0597198524919804e-05,1.1280888429610059e-05,0.01298788283020258,8.757076102483552e-06,0.0,0.0,0.0,0.0,64,64,32,True
long_rollout,0.03,0.24,8,128,0.07958400249481201,0.07958410680294037,0.00012605117808561772,0.00013418351591099054,0.03665667772293091,0.0002332938020117581,0.0,0.0,0.0,0.0,256,256,32,True
long_rollout,0.03,0.48,16,128,1.8787989616394043,1.8768184185028076,0.0005291104316711426,0.0005632465472444892,0.07095830142498016,0.24186240136623383,0.0,0.0,0.0,0.0,512,512,32,True
long_rollout,0.06,0.24,4,128,0.04823289066553116,0.04823313653469086,2.1777987058158033e-05,2.318301994819194e-05,0.01614421419799328,0.00023329383111558855,0.0,0.0,0.0,0.0,128,128,32,True
long_rollout,0.06,0.48,8,128,1.8120695352554321,1.810100793838501,7.695005479035899e-05,8.19145716377534e-05,0.029221639037132263,0.24186241626739502,0.0,0.0,0.0,0.0,256,256,32,True
