epoch,train_prediction_mse,train_boundary_penalty,train_objective,validation_prediction_mse,maximum_prediction_abs,selected_best_so_far
1,0.002042272826656699,9.783943824004382e-06,0.0020520567341009155,,0.8602439761161804,False
2,0.002028365051955916,7.925868345637355e-06,0.0020362909126561135,,0.8516725301742554,False
3,0.0020280840253690258,6.7314311706923036e-06,0.002034815464867279,,0.8498615622520447,False
4,0.0020175707613816485,5.158029239282769e-06,0.0020227287604939193,,0.8498216271400452,False
5,0.0020091926271561533,9.156442615676497e-06,0.002018349085119553,0.002520402194932103,0.8499672412872314,True
6,0.002007376868277788,1.0048622812064423e-05,0.002017425504163839,,0.8499851226806641,False
7,0.0020028778817504644,1.1574436143746425e-05,0.00201445231505204,,0.8504117131233215,False
8,0.0019959195487899706,1.4318208855002013e-05,0.00201023776025977,,0.8502185344696045,False
9,0.001993493307963945,1.5655511901968566e-05,0.002009148825891316,,0.8500845432281494,False
10,0.0019878621387761086,1.9611655261542182e-05,0.0020074738131370395,0.0025036358274519444,0.8501880764961243,True
11,0.0019855935825034976,1.9768775018746965e-05,0.0020053623302374035,,0.8502750396728516,False
12,0.0019829536613542587,2.4112114715535427e-05,0.002007065777434036,,0.8519890904426575,False
13,0.0019799772853730246,2.455354729136161e-05,0.002004530804697424,,0.850208580493927,False
14,0.0019762210285989568,2.764539544841682e-05,0.002003866422455758,,0.8502116203308105,False
15,0.0019729764171643183,2.8329282031336334e-05,0.0020013056928291917,0.002482245210558176,0.8499869704246521,True
16,0.001974083614186384,3.0009869533387246e-05,0.0020040934905409813,,0.8502153158187866,False
17,0.0019736521207960322,3.128871458102367e-05,0.002004940834012814,,0.8510969281196594,False
18,0.0019693283538799733,3.140995863759599e-05,0.002000738284550607,,0.8520264029502869,False
19,0.0019676679075928405,3.230261881981278e-05,0.0019999705255031586,,0.8499773144721985,False
20,0.001967013595276512,3.3716186408128124e-05,0.002000729786232114,0.0024795355275273323,0.8501357436180115,True
21,0.001965005329111591,3.44264080922585e-05,0.0019994317408418283,,0.850796103477478,False
22,0.0019647783919936046,3.571436195670685e-05,0.002000492764636874,,0.8497584462165833,False
23,0.001966061012353748,3.709269230967038e-05,0.0020031536841997877,,0.8515124917030334,False
24,0.0019644926651380956,3.5495200791046955e-05,0.001999987885938026,,0.8510901927947998,False
25,0.001965068164281547,3.579660915420391e-05,0.002000864755245857,0.002473988104611635,0.8503260016441345,True
26,0.0019625506829470396,3.667606961244019e-05,0.001999226733460091,,0.8528807759284973,False
27,0.0019628989684861153,3.621205587478471e-05,0.001999111016630195,,0.8507865071296692,False
28,0.001961391986696981,3.687519347295165e-05,0.0019982671801699325,,0.8496906757354736,False
29,0.001962321563041769,3.7242783491819864e-05,0.0019995643669972196,,0.8496288657188416,False
30,0.0019632010371424258,3.695907389555941e-05,0.002000160136958584,0.0024813455529510975,0.851651132106781,False
31,0.0019625286222435534,3.6468687540036626e-05,0.00199899727886077,,0.8526393175125122,False
32,0.0019610828603617847,3.750386349565815e-05,0.0019985867402283475,,0.8517066836357117,False
33,0.001961016168934293,3.829269235211541e-05,0.001999308879021555,,0.8496035933494568,False
34,0.0019598764192778617,3.9560965433338424e-05,0.0019994374160887673,,0.8505725860595703,False
35,0.0019655468640848994,3.900427100234083e-05,0.0020045511628268287,0.0024716707412153482,0.8497002124786377,True
36,0.0019608668953878805,3.7749207876913715e-05,0.001998616091441363,,0.8507056832313538,False
37,0.001960361492820084,3.905798416781181e-05,0.0019994195172330365,,0.8536122441291809,False
38,0.0019640154932858422,3.7724070807598764e-05,0.0020017395727336407,,0.8503560423851013,False
39,0.001961782429134473,3.699856097227894e-05,0.001998781008296646,,0.8494418859481812,False
40,0.0019588260038290173,3.837150234176079e-05,0.0019971974834334105,0.002471162937581539,0.8515250086784363,True
41,0.0019604836561484262,3.781656232604291e-05,0.001998300227569416,,0.8526796102523804,False
42,0.0019647464505396783,3.786089450841246e-05,0.0020026073325425386,,0.8494672179222107,False
43,0.001960968889761716,3.942222156183561e-05,0.002000391104957089,,0.8534573316574097,False
44,0.001957204280188307,3.807034681813093e-05,0.0019952746224589646,,0.8491904139518738,False
45,0.001958903521881439,3.865882490572403e-05,0.0019975623436039314,0.0024659386835992336,0.8504765033721924,True
46,0.0019604333356255665,3.856988541883766e-05,0.001999003186938353,,0.8491939902305603,False
47,0.001960102890734561,3.744982518583129e-05,0.00199755271023605,,0.8533266186714172,False
48,0.0019593234319472685,3.772439595195465e-05,0.001997047831537202,,0.850369930267334,False
49,0.001958883600309491,3.802179844569764e-05,0.0019969053973909467,,0.8507446050643921,False
50,0.001957935790414922,3.807602865890658e-05,0.001996011837036349,0.0024645193479955196,0.8491019606590271,True
51,0.0019604896806413308,3.901437912645633e-05,0.001999504049308598,,0.8514742255210876,False
52,0.001957673375727609,3.795143879870011e-05,0.0019956248434027657,,0.852125883102417,False
53,0.0019571480224840343,3.835601273749489e-05,0.00199550403340254,,0.8504380583763123,False
54,0.0019570501026464626,3.803831214099773e-05,0.001995088445255533,,0.851344108581543,False
55,0.0019567407289287075,3.793590440182015e-05,0.0019946766406064853,0.0024693398736417294,0.8495623469352722,False
56,0.0019574978796299547,3.9155600461526774e-05,0.0019966534746345133,,0.851558268070221,False
57,0.0019586582493502647,4.138751046411926e-05,0.0020000457589048892,,0.853887677192688,False
58,0.0019501169881550595,4.329070270614466e-05,0.0019934076844947413,,0.8526179194450378,False
59,0.0019552813901100308,4.2525361095613334e-05,0.001997806743020192,,0.853815495967865,False
60,0.0019521686481311917,4.046214417030569e-05,0.0019926307577406988,0.002475063782185316,0.8528428673744202,False
61,0.0019630100578069687,4.119660297874361e-05,0.0020042066753376275,,0.8491078019142151,False
62,0.00196280496311374,3.8691380723321345e-05,0.0020014963520225137,,0.8490728139877319,False
63,0.0019630737078841776,4.4175471884955186e-05,0.002007249160669744,,0.8491128087043762,False
64,0.0019597094651544467,4.121030974602036e-05,0.00200091976148542,,0.8516820073127747,False
65,0.0019579141517169774,3.6963937873224495e-05,0.001994878111872822,0.0024721657391637564,0.8499435186386108,False
66,0.0019593324104789644,3.775198183575412e-05,0.0019970844296040013,,0.8506227731704712,False
67,0.001958742141141556,3.649769291769189e-05,0.001995239843381569,,0.8513554930686951,False
68,0.0019574405159801245,3.7279262869560625e-05,0.001994719816138968,,0.8487945795059204,False
69,0.001957047075848095,3.7873310702707386e-05,0.00199492035608273,,0.8483609557151794,False
70,0.0019542179361451417,3.869135684908542e-05,0.0019929092522943392,0.002466571982949972,0.8494831919670105,False
71,0.001954628882231191,3.892402946803486e-05,0.00199355288350489,,0.8492124676704407,False
72,0.0019549279095372185,3.832006086668116e-05,0.0019932479626731947,,0.8485877513885498,False
73,0.0019545299146557227,3.894491737810313e-05,0.001993474827031605,,0.8506761789321899,False
74,0.0019530346180545166,3.906529809682979e-05,0.0019920999329769984,,0.850058376789093,False
75,0.0019524952222127467,3.903862670995295e-05,0.00199153387802653,0.0024673740845173597,0.8527039289474487,False
76,0.0019529714190866798,3.9696456951787695e-05,0.001992667850572616,,0.8483568429946899,False
77,0.0019515443418640643,4.049385688631446e-05,0.00199203823285643,,0.8486582636833191,False
78,0.0019522355432854965,4.004232596344082e-05,0.001992277873796411,,0.8484978079795837,False
79,0.001953208542545326,3.794978829319007e-05,0.001991158365854062,,0.8500527143478394,False
80,0.0019518285407684743,4.014126216134173e-05,0.0019919698097510263,0.0024604089558124542,0.8485493063926697,True
81,0.001957270404091105,4.0722094126977026e-05,0.0019979924836661667,,0.8480368852615356,False
82,0.0019553367310436442,4.1059953218791634e-05,0.001996396662434563,,0.8499186038970947,False
83,0.0019521790381986648,3.9430477045243606e-05,0.0019916095334338024,,0.851958155632019,False
84,0.0019523165246937424,3.773590242417413e-05,0.0019900524348486215,,0.849061131477356,False
85,0.001950215533724986,4.072783713127137e-05,0.0019909433904103935,0.0024664297234266996,0.849600076675415,False
86,0.0019513118895702064,4.067618783665239e-05,0.001991988086956553,,0.848115086555481,False
87,0.0019501739006955177,4.0536195228924043e-05,0.001990710079553537,,0.8498173356056213,False
88,0.0019492680148687214,3.881199336319696e-05,0.001988080024602823,,0.8519717454910278,False
89,0.0019539094937499613,3.9228287278092466e-05,0.0019931377901230007,,0.8523190021514893,False
90,0.0019519416673574597,3.86417125355365e-05,0.001990583332371898,0.0024526012130081654,0.850208044052124,True
91,0.001952031088876538,3.9630840092286235e-05,0.0019916619348805398,,0.847508430480957,False
92,0.0019483653595671058,3.9753383589413716e-05,0.0019881187326973304,,0.8476445078849792,False
93,0.0019474907021503896,3.937113160645822e-05,0.0019868618983309716,,0.8485399484634399,False
94,0.0019536555046215653,3.906711640411231e-05,0.001992722594877705,,0.8486337661743164,False
95,0.0019542502122931182,4.114183320780285e-05,0.0019953920418629423,0.0024708271957933903,0.8526062965393066,False
96,0.0019511321152094752,3.8931864764890634e-05,0.001990064003621228,,0.8498989939689636,False
97,0.0019481131457723677,3.900904766851454e-05,0.001987122173886746,,0.847936749458313,False
98,0.0019467704114504158,3.876902133015392e-05,0.0019855394202750176,,0.8477246165275574,False
99,0.0019470703991828486,3.9704726987110917e-05,0.0019867751543642953,,0.8483409881591797,False
100,0.0019501582719385624,4.070598242833512e-05,0.001990864286199212,0.0024502670858055353,0.8474990129470825,True
101,0.0019519181369105354,3.988681964983698e-05,0.0019918049656553194,,0.8500999212265015,False
102,0.0019460969342617318,4.2517175870671053e-05,0.0019886141235474497,,0.851897120475769,False
103,0.0019556471961550415,4.025100815852056e-05,0.0019958981865784153,,0.8506569862365723,False
104,0.001948061166331172,3.850746134048677e-05,0.001986568604479544,,0.8476148247718811,False
105,0.0019434151909081265,4.059667617184459e-05,0.0019840118620777503,0.0024526629131287336,0.8477343916893005,False
106,0.0019455426663625985,4.1016827253770316e-05,0.001986559494980611,,0.8476210236549377,False
107,0.001947900527738966,4.197439602648956e-05,0.001989874930586666,,0.8499742746353149,False
108,0.0019441966869635507,3.9439531064999755e-05,0.00198363620438613,,0.8474147915840149,False
109,0.0019450057006906718,3.9485368461100734e-05,0.001984491085750051,,0.8473872542381287,False
110,0.0019426056533120573,4.084188913111575e-05,0.001983447524253279,0.002454278292134404,0.8473193049430847,False
111,0.0019432277767919004,3.8825915225970675e-05,0.0019820536981569603,,0.8474478125572205,False
112,0.0019457412709016353,3.935062159143854e-05,0.0019850919052259997,,0.8474413752555847,False
113,0.001943118084454909,3.9958250454219524e-05,0.001983076333999634,,0.8478865027427673,False
114,0.0019415903807384893,4.050530469612568e-05,0.0019820956949843094,,0.8480926156044006,False
115,0.0019410312233958393,3.970712941736565e-05,0.0019807383505394682,0.0024462200235575438,0.8493046760559082,True
116,0.0019435666763456538,3.9374330299324356e-05,0.001982941015739925,,0.847502589225769,False
117,0.0019431218679528683,3.935876657124027e-05,0.0019824806367978454,,0.84787517786026,False
118,0.0019363709725439548,4.066507062816527e-05,0.0019770360813708976,,0.8470631837844849,False
119,0.0019415197893977165,4.179078950983239e-05,0.0019833105470752344,,0.8467268943786621,False
120,0.0019386316125746816,3.935995414394711e-05,0.001977991603780538,0.0024480235297232866,0.8471974730491638,False
121,0.0019377618591533974,3.881492398249975e-05,0.001976576808374375,,0.847295343875885,False
122,0.0019381579186301678,4.090035918125068e-05,0.0019790582737186924,,0.8470584750175476,False
123,0.0019347998895682395,4.0607701521366835e-05,0.0019754076201934367,,0.8468901515007019,False
124,0.0019352536764927208,3.864886639348697e-05,0.001973902588360943,,0.8470007181167603,False
125,0.0019327690970385447,3.959653781748784e-05,0.0019723656441783533,0.002436989452689886,0.8467928171157837,True
126,0.0019329201604705304,4.074797516295803e-05,0.0019736681424546987,,0.8465917706489563,False
127,0.001933636362082325,4.065732173330616e-05,0.0019742937001865357,,0.846891462802887,False
128,0.001931877137394622,4.006425365332689e-05,0.0019719413976417854,,0.8463456034660339,False
129,0.0019294864177936688,4.01431966565724e-05,0.0019696296367328614,,0.8464747071266174,False
130,0.0019275438680779189,3.995605698037252e-05,0.0019674999493872747,0.0024363049305975437,0.8465144634246826,True
131,0.0019304212473798543,4.008850191894453e-05,0.0019705097074620426,,0.8465713858604431,False
