update,loss,validation_mse,training_seconds
1,0.004080149810761213,0.1534785450257113,2.5027329940348864
100,2.879692146962043e-05,0.002690554763353356,4.2373432060703635
200,2.8068971005268395e-05,0.0028451023217916315,5.994315919466317
300,2.800705078698229e-05,0.002839359039666555,7.833276581950486
400,2.7931695512961596e-05,0.0028311103924310277,9.345153557136655
500,2.7843891075463034e-05,0.0028220472504701527,11.09198346734047
600,2.7743713872041553e-05,0.002812349404384155,12.833494803868234
700,2.7631303964881226e-05,0.0028020786026886667,14.705569607205689
800,2.7505759135237895e-05,0.0027912155352505788,16.43782986048609
900,2.73666391876759e-05,0.0027795977764987216,18.19383321236819
1000,2.7212830900680274e-05,0.0027669142098297734,19.941741386428475
1100,2.70423261099495e-05,0.002752649731187611,21.692833782173693
1200,2.6852343580685556e-05,0.00273609870074207,23.441117392852902
1300,2.6638976123649627e-05,0.0027162921115343242,25.19152747001499
1400,2.6395842724014074e-05,0.002692011443006884,27.068162437528372
1500,2.611393210827373e-05,0.0026617627361430482,28.88398038968444
1600,2.5779607312870212e-05,0.0026237230447690814,31.01321430504322
1700,2.5372988602612168e-05,0.0025755584077455504,32.761599637568
1800,2.4863948056008667e-05,0.0025140019371782,34.57584889512509
1900,2.4203523935284466e-05,0.0024339988771093055,36.119882594794035
2000,2.3307613446377218e-05,0.002326869425910547,37.8635571077466
